year,country,countrydesc,cip,cipRank,quintile,ImWMT,ImWMT_index,ImWMVA,ImWMVA_index,INDint_index,MHVAsh,MHVAsh_index,MHXsh,MHXsh_index,MVApc,MVApc_index,MVAsh,MVAsh_index,MXpc,MXpc_index,MXQual_index,MXsh,MXsh_index
1990,276,Germany,0.625682342,1,Top,0.147249119,1,0.099263373,0.526596498,0.708100281,0.517230009,0.795261936,0.688934858,0.828496584,7254.955963,0.640721356,0.223465089,0.620938627,4607.305984,0.286967674,0.875081454,0.910679712,0.921666324
1990,392,Japan,0.591359561,2,Top,0.115882562,0.786982997,0.164286071,0.871557189,0.670163633,0.50872818,0.781909621,0.831548218,1,7629.568545,0.673851081,0.202869482,0.558417645,2236.491164,0.139287072,0.991272146,0.970484146,0.982544293
1990,840,United States of America,0.472226961,3,Top,0.127136936,0.86341386,0.18849665,1,0.527536119,0.486540454,0.747063298,0.725056394,0.87193548,4316.319708,0.380836302,0.120380067,0.30800894,1209.850125,0.075336498,0.84857393,0.815926654,0.825212379
1990,380,Italy,0.39447452,4,Top,0.065959777,0.447946692,0.049285821,0.261453839,0.54379419,0.424993498,0.650402415,0.501563517,0.60316829,4988.873936,0.440315182,0.162933449,0.437185965,2774.658739,0.172810108,0.77754407,0.940399741,0.951919851
1990,756,Switzerland,0.377990349,5,Top,0.024791686,0.16836538,0.013063844,0.069287736,0.530897476,0.385580369,0.588503207,0.622710885,0.748857219,11317.47989,1,0.174827383,0.473291746,8925.543595,0.555955334,0.847080208,0.933899768,0.945303198
1990,250,France,0.365816124,6,Top,0.075152845,0.510378784,0.034413609,0.182553255,0.533750921,0.525464483,0.808194363,0.593823968,0.714118502,3493.628254,0.308079692,0.104336874,0.259307478,3170.602293,0.197473858,0.792106453,0.860017219,0.870094403
1990,826,United Kingdom,0.358092552,7,Top,0.064896847,0.440728103,0.037526397,0.199067331,0.514748198,0.44757302,0.685864063,0.658527718,0.791929685,3794.812229,0.334715589,0.132115094,0.343632333,2727.262107,0.169857721,0.82119241,0.840724274,0.850455135
1990,124,Canada,0.316424699,8,Top,0.038870368,0.263976723,0.023345915,0.123836542,0.473120632,0.392606857,0.599538463,0.575489599,0.692070029,4874.934459,0.430238682,0.133126564,0.346702801,3373.078091,0.210086293,0.718007117,0.736091579,0.743944205
1990,528,Netherlands,0.303733618,9,Top,0.041519575,0.28196805,0.01075682,0.057048433,0.472354307,0.422326714,0.64621417,0.490793494,0.590216519,4156.396654,0.366693139,0.11724581,0.298494443,6667.082704,0.415273379,0.678592115,0.758709084,0.766967711
1990,56,Belgium,0.294053476,10,Top,0.042013649,0.285323415,0.008047693,0.042675879,0.281803971,0.133693025,0.192908449,0.496833585,0.597480188,4650.614612,0.410400441,0.141031533,0.370699492,10089.72187,0.62847325,0.73045974,0.853479467,0.863439292
1990,752,Sweden,0.253134806,11,Top,0.022618408,0.153606183,0.006002338,0.031824786,0.461143842,0.425718734,0.651541415,0.575685172,0.69230522,4051.307892,0.357399373,0.108105031,0.27074627,6344.344038,0.395169641,0.826348467,0.948722209,0.960391713
1990,40,Austria,0.251154271,12,Top,0.016353139,0.111057404,0.007210134,0.038232432,0.492484804,0.365257377,0.556585488,0.532112695,0.639906002,5397.924016,0.476490466,0.160033953,0.428384121,5087.851243,0.316901355,0.794863988,0.938338859,0.949821974
1990,702,Singapore,0.240613025,13,Top,0.013411232,0.091078282,0.002335725,0.012372545,0.774639651,0.647593028,1,0.622091442,0.748112291,4482.834027,0.395562379,0.199859137,0.549279302,10696.69146,0.666282038,0.843467059,0.92753269,0.938821827
1990,158,"China, Taiwan Province",0.231652906,14,Top,0.026529445,0.18016687,0.007445494,0.039481071,0.751820732,0.410344759,0.627396239,0.514548123,0.618783267,2119.679118,0.186571341,0.307567964,0.876245225,3138.734715,0.195488792,0.792285233,0.95402255,0.965787198
1990,724,Spain,0.226596925,15,Top,0.019909592,0.135210036,0.02300005,0.122001644,0.475659866,0.35873611,0.546343692,0.545242492,0.655695581,3383.698713,0.29835782,0.152322883,0.404976039,1217.236961,0.075796632,0.76289648,0.860020144,0.870097379
1990,208,Denmark,0.214657006,16,Top,0.010712149,0.072748233,0.005145663,0.027279928,0.459194761,0.381178968,0.581590706,0.499424617,0.600596101,5787.706393,0.510961767,0.129864002,0.336798816,5007.161355,0.311875095,0.673656825,0.738816018,0.746717549
1990,410,Republic of Korea,0.200257052,17,Top,0.025914494,0.17599061,0.011663727,0.061859785,0.59945532,0.451557753,0.692122177,0.511142694,0.61468798,1571.335099,0.138077277,0.185861842,0.506788463,1450.855225,0.090348965,0.792185316,0.957849309,0.969682651
1990,246,Finland,0.187352125,18,Top,0.010491844,0.071252096,0.003464632,0.018361662,0.407088569,0.334115252,0.507676078,0.418166718,0.502877294,4009.945269,0.353741374,0.119883342,0.30650106,5046.415468,0.314320276,0.730289296,0.946079236,0.957701297
1990,372,Ireland,0.17835817,19,Top,0.008278108,0.056218139,0.002243353,0.01188249,0.589798983,0.497619396,0.764463026,0.518119666,0.62307832,3634.480268,0.320536264,0.155669419,0.41513494,5573.469426,0.347151033,0.7343016,0.835880959,0.845524879
1990,578,Norway,0.164971094,20,Top,0.006176748,0.041947357,0.004197777,0.022251166,0.377539034,0.344661974,0.524239944,0.501958686,0.603643511,5715.184677,0.504548142,0.094958524,0.230838123,3494.78705,0.217667674,0.520872405,0.435641966,0.438101298
1990,344,"China, Hong Kong SAR",0.150046486,21,Top,0.010042415,0.068199927,0.002142655,0.011348263,0.359771604,0.27555423,0.415704672,0.409794508,0.492809075,2143.076107,0.188640508,0.119006256,0.303838536,4819.643786,0.300194424,0.723731054,0.943084726,0.954653032
1990,36,Australia,0.138859539,22,Top,0.006143584,0.041722129,0.012888403,0.068356982,0.353729216,0.284010167,0.428984912,0.23791285,0.286108304,4373.36713,0.385881422,0.110650535,0.278473521,866.3402065,0.053938897,0.341411478,0.39498514,0.396714652
1990,376,Israel,0.138474926,23,Top,0.00456128,0.030976364,0.002573535,0.013634183,0.532556676,0.418304788,0.639897644,0.413449303,0.497204245,3306.694804,0.291547802,0.158990217,0.425215707,2435.569861,0.151687898,0.708827828,0.909486222,0.920451411
1990,643,Russian Federation,0.133258365,24,Top,0.008716223,0.059193476,0.041330917,0.219251201,0.483141781,0.336386983,0.511243883,0.376151362,0.452350633,1619.635457,0.14234883,0.168814804,0.455039679,237.3247958,0.014756851,0.425136968,0.396172479,0.397923304
