username,text,retweets,favorites,replies,tweet_id,user_id,date,hashtags,mentions,tweet_location,query,month,year,user_location
sadboyzxy,"burn a cigarette, then talk.",0,2,0,1216974340152889345,1142701770994356225,2020-01-14 06:44:27+00:00,,,,Cigarette burn,1,2020,heaven
guiltydumb,"my fingertips, and my lips, they burn from the cigarettes",0,0,0,1219706002188095488,582557749,2020-01-21 19:39:06+00:00,,,,Cigarette burn,1,2020,
Nandime,"When I used to burn nearly 30 cigarettes a day, I had feeling of disgust over myself! A father is a true hero for their children n I didn’t want to shame that notion! Kicked the butt of the stub n it’s over 10 years now! Life is beautiful #YouCanQuitToo #SmokeFreeUAE #KTForGood",0,0,0,1221604565793021952,268182695,2020-01-27 01:23:19+00:00,#YouCanQuitToo #SmokeFreeUAE #KTForGood,,,Cigarette burn,1,2020,
l6_alkandri,Hold me between your fingers burn me like your cigarettes ,0,0,0,1225012141855584256,4636072349,2020-02-05 11:03:48+00:00,,,,Cigarette burn,2,2020,kuwait city 
Real_Rohit98,"#NoSmokingDay Don’t smoke, it’s not a joke. Don’t burn your life with cigarettes. Don’t let your life be destroyed by yourself. Everyone has a right to clean air. Hang tough, don’t puff. @SaintRampalJiM #WednesdayMotivation",0,0,0,1237589924095770625,1160027935991930880,2020-03-11 04:03:25+00:00,#NoSmokingDay #WednesdayMotivation,@SaintRampalJiM,,Cigarette burn,3,2020,India
premtiwarii,"#NoSmokingDay Don’t smoke, it’s not a joke. Don’t burn your life with cigarettes. Don’t let your life be destroyed by yourself. Everyone has a right to clean air. Hang tough, don’t puff. #NoSmokingDay2020",0,2,0,1237593935624560640,4734133249,2020-03-11 04:19:22+00:00,#NoSmokingDay #NoSmokingDay2020,,,Cigarette burn,3,2020,"Pratapgarh / Mumbai, India"
indiagreendotin,"Burn #Calories, Not #Cigarettes! This NO SMOKING DAY pledge to quit smoking for a healthier life ahead by planting some air purifiers inside home. Make it count! . . #NoSmokingDay2020 #quitsmoking #indiagreen #indiagreenapp #indiagreenapplication #indiagreeninkota",0,1,0,1238326701697961984,1220753974652858369,2020-03-13 04:51:07+00:00,#Calories #Cigarettes #NoSmokingDay2020 #quitsmoking #indiagreen #indiagreenapp #indiagreenapplication #indiagreeninkota,,,Cigarette burn,3,2020,"Kota, Rajasthan"
AlchemistEducar,"Burn #Calories, Not #Cigarettes! This NO SMOKING DAY pledge to quit smoking for a healthier life ahead. Make it count! . . #NoSmokingDay2020 #quitsmoking #alchemisteducsreisawesome #alchemisteducare #alchemistinstitute #patiala #punjab #smokingkills #smokingisdead #NoSmokingDay",0,0,0,1238337137067638785,1237004461148528640,2020-03-13 05:32:35+00:00,#Calories #Cigarettes #NoSmokingDay2020 #quitsmoking #alchemisteducsreisawesome #alchemisteducare #alchemistinstitute #patiala #punjab #smokingkills #smokingisdead #NoSmokingDay,,,Cigarette burn,3,2020,"Patiala, India"
urbanfiltersIN,"Burn #Calories, Not #Cigarettes! This NO SMOKING DAY pledge to quit smoking for a healthier life ahead. Make it count! . #NoSmokingDay2020 #quitsmoking #smokingkills #smokingisdead #nosmoking #urbanfiltersin #urbanfiltersdesign #urbanfilters #designinspiration #photoshop #adobr",0,1,0,1238367225624608768,1209527848463028224,2020-03-13 07:32:08+00:00,#Calories #Cigarettes #NoSmokingDay2020 #quitsmoking #smokingkills #smokingisdead #nosmoking #urbanfiltersin #urbanfiltersdesign #urbanfilters #designinspiration #photoshop #adobr,,,Cigarette burn,3,2020,"Kota, India"
anish_bhandary,"Art by - Anish R bhandary...... Burn calories, not cigarettes. quite smoking ",0,0,0,1242411915248201728,1130852477815775232,2020-03-24 11:24:18+00:00,,,,Cigarette burn,3,2020,
Divyasingh04,"Please light a cigarette with that match box in the balcony at 9 pm, no need to go out to burn this world otherwise, you might get infected.",0,2,1,1246164776004304901,90570698,2020-04-03 19:56:49+00:00,,,,Cigarette burn,4,2020,"New Delhi, Delhi"
arshadinordin,"Biar mcm mana pun occ burn, I'll not smoke a cigarette anymore *sambil bakar era biru ",0,0,0,1247340173655805952,626547237,2020-04-07 01:47:26+00:00,,,,Cigarette burn,4,2020,Sabah Malaysia
TirukuralKaram,"Both chemical warfare & corona/covid-19 virus , death without blood spill. Both targets vulnerability of heart. #Billions TV drama show’s initial scene or 1st shot of the series was cigarette burn to the skin above the heart. How is this for unforgettable opening sequence?!",0,0,0,1248962322288332809,342615058,2020-04-11 13:13:16+00:00,#Billions #Billions,,,Cigarette burn,4,2020,Sri Lanka
thebohobaalika,But even if I burn my life away With cigarettes and poetry The garden your fingers left behind When they ran amok on my skin Won't wither away They refuse to leave. French Cigarettes by Rahaan Mazumder #LifeInTheTimeOfCorona,1,4,0,1254450939953463298,91293862,2020-04-26 16:43:05+00:00,#LifeInTheTimeOfCorona,,,Cigarette burn,4,2020,"Kolkata, India"
JeddySickside,"Cigarettes on cigarettes, my mama think I stank, I got burn holes in my hoodies all my homies think it’s dank fuckin love acid rap ",0,0,0,1255918975046709248,325534098,2020-04-30 17:56:32+00:00,,,,Cigarette burn,4,2020,Underground
Prix429,I’m smoking cigarettes alone until I burn a hole,0,0,0,1257353947939057665,716342254156320768,2020-05-04 16:58:36+00:00,,,,Cigarette burn,5,2020,Hotel Diablo
vintageCRTs,No need to burn EU flags the EU itself seems to be doing a good job at burning itself down.,0,2,0,1261273043294474240,3922121895,2020-05-15 12:31:41+00:00,,,,Cigarette burn,5,2020,"Ho Chi Minh City, Vietnam"
