seasonal adjustment and actual figures	region	2018M01	2018M02	2018M03	2018M04	2018M05	2018M06	2018M07	2018M08	2018M09	2018M10	2018M11	2018M12	2019M01	2019M02	2019M03	2019M04	2019M05	2019M06	2019M07	2019M08	2019M09	2019M10	2019M11	2019M12	2020M01	2020M02	2020M03	
Seasonally adjusted figures in percent of the labour force	Province Østsjælland	3.2	3.2	3.2	3.1	3.1	3.0	2.9	3.0	3.0	3.0	3.0	2.9	2.9	2.9	2.9	2.9	2.9	2.9	2.9	2.9	2.9	2.9	3.0	2.9	2.9	2.9	3.2
Seasonally adjusted figures in percent of the labour force	Greve	3.1	3.0	3.0	2.9	2.8	2.7	2.7	2.7	2.7	2.8	2.8	2.8	2.7	2.8	2.8	2.9	2.9	3.0	2.9	2.8	2.9	2.9	3.0	2.9	2.9	2.9	3.2
Seasonally adjusted figures in percent of the labour force	Køge	3.6	3.5	3.5	3.5	3.5	3.4	3.3	3.4	3.4	3.3	3.3	3.3	3.3	3.2	3.2	3.2	3.1	3.2	3.2	3.1	3.2	3.3	3.3	3.2	3.2	3.2	3.4
Seasonally adjusted figures in percent of the labour force	Lejre	2.9	2.7	2.7	2.7	2.6	2.6	2.6	2.7	2.7	2.6	2.6	2.6	2.4	2.4	2.4	2.4	2.5	2.6	2.6	2.6	2.6	2.6	2.6	2.5	2.7	2.7	2.9
Seasonally adjusted figures in percent of the labour force	Roskilde	3.3	3.3	3.3	3.3	3.3	3.2	3.1	3.1	3.2	3.1	3.1	3.1	3.1	3.0	3.0	3.1	3.0	3.0	3.0	3.0	2.9	3.0	3.0	2.9	2.9	3.0	3.3
Seasonally adjusted figures in percent of the labour force	Solrød	2.5	2.5	2.5	2.6	2.5	2.5	2.3	2.3	2.2	2.3	2.2	2.1	2.1	2.2	2.2	2.3	2.2	2.2	2.2	2.3	2.4	2.4	2.5	2.6	2.6	2.6	2.7
Seasonally adjusted figures in percent of the labour force	Province Vest- og Sydsjælland	4.4	4.4	4.5	4.3	4.3	4.2	4.1	4.1	4.0	4.0	4.0	4.0	3.9	3.9	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.7	3.7	3.7	3.7	4.1
Seasonally adjusted figures in percent of the labour force	Faxe	3.9	3.9	4.1	4.0	4.1	4.1	4.0	3.9	3.9	3.8	3.8	3.8	3.7	3.7	3.5	3.5	3.5	3.4	3.4	3.5	3.4	3.5	3.4	3.5	3.5	3.4	3.8
Seasonally adjusted figures in percent of the labour force	Guldborgsund	4.8	4.6	4.9	4.8	4.7	4.6	4.5	4.5	4.4	4.4	4.6	4.5	4.5	4.4	4.3	4.3	4.2	4.4	4.3	4.3	4.4	4.4	4.2	4.3	4.3	4.3	4.7
Seasonally adjusted figures in percent of the labour force	Holbæk	3.7	3.6	3.6	3.5	3.5	3.4	3.3	3.3	3.1	3.2	3.2	3.1	3.0	3.1	3.1	3.1	3.1	3.1	3.0	3.0	3.0	3.0	2.9	2.9	2.9	2.8	3.2
Seasonally adjusted figures in percent of the labour force	Kalundborg	4.4	4.3	4.4	4.1	4.1	3.9	3.9	3.8	3.8	3.8	3.9	3.8	3.7	3.6	3.4	3.5	3.5	3.6	3.5	3.6	3.5	3.5	3.5	3.5	3.5	3.5	3.7
Seasonally adjusted figures in percent of the labour force	Lolland	5.6	5.6	6.0	5.7	5.6	5.4	5.4	5.3	5.0	4.9	5.0	4.8	4.7	4.8	4.8	4.7	4.7	4.7	4.9	4.8	4.8	4.8	4.7	4.7	4.7	4.5	5.2
Seasonally adjusted figures in percent of the labour force	Næstved	4.7	4.6	4.7	4.5	4.4	4.3	4.2	4.1	4.1	4.1	4.0	4.0	3.9	3.8	3.8	3.6	3.6	3.7	3.7	3.8	3.7	3.7	3.8	3.8	3.7	3.8	4.2
Seasonally adjusted figures in percent of the labour force	Odsherred	4.8	4.8	5.1	5.0	4.9	4.6	4.5	4.5	4.5	4.5	4.4	4.3	4.2	4.2	4.2	4.2	4.1	4.3	4.3	4.2	3.8	3.8	3.8	3.8	3.7	3.7	3.9
Seasonally adjusted figures in percent of the labour force	Ringsted	3.6	3.6	3.7	3.6	3.6	3.6	3.6	3.5	3.5	3.5	3.5	3.4	3.4	3.4	3.4	3.3	3.3	3.3	3.2	3.3	3.2	3.1	3.1	3.2	3.1	3.1	3.5
Seasonally adjusted figures in percent of the labour force	Slagelse	4.5	4.5	4.6	4.5	4.4	4.3	4.2	4.2	4.2	4.2	4.2	4.2	4.1	4.1	4.1	4.1	4.0	4.2	4.2	4.2	4.1	4.1	4.1	4.1	4.0	4.0	4.5
Seasonally adjusted figures in percent of the labour force	Sorø	3.9	3.9	3.9	3.8	3.9	3.8	3.6	3.8	3.6	3.6	3.5	3.5	3.5	3.5	3.6	3.6	3.6	3.6	3.5	3.5	3.6	3.5	3.4	3.4	3.3	3.4	4.0
Seasonally adjusted figures in percent of the labour force	Stevns	3.9	4.0	4.0	3.9	3.7	3.7	3.7	3.6	3.7	3.7	3.7	3.6	3.5	3.5	3.5	3.5	3.6	3.5	3.5	3.3	3.3	3.3	3.1	3.4	3.3	3.2	3.5
Seasonally adjusted figures in percent of the labour force	Vordingborg	4.7	4.8	4.9	4.9	4.9	4.9	4.8	4.7	4.7	4.7	4.7	4.7	4.7	4.6	4.5	4.6	4.5	4.6	4.5	4.5	4.5	4.5	4.5	4.3	4.1	4.0	4.3
Seasonally adjusted figures in percent of the labour force	Region Syddanmark	3.9	3.9	3.9	3.9	3.8	3.8	3.8	3.7	3.7	3.7	3.6	3.6	3.5	3.5	3.6	3.5	3.6	3.6	3.7	3.6	3.7	3.6	3.7	3.6	3.6	3.6	4.1
Seasonally adjusted figures in percent of the labour force	Province Fyn	4.6	4.5	4.6	4.5	4.4	4.4	4.4	4.3	4.2	4.2	4.2	4.1	4.1	4.1	4.1	4.1	4.1	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.8
Seasonally adjusted figures in percent of the labour force	Assens	4.1	4.0	4.0	3.9	3.6	3.7	3.6	3.6	3.6	3.6	3.7	3.6	3.5	3.5	3.5	3.4	3.5	3.5	3.7	3.7	3.7	3.7	3.6	3.8	3.7	3.6	4.1
Seasonally adjusted figures in percent of the labour force	Faaborg-Midtfyn	4.0	4.0	4.1	4.0	3.8	3.9	3.9	4.0	3.9	3.9	3.8	3.7	3.6	3.6	3.6	3.6	3.6	3.6	3.6	3.6	3.6	3.6	3.7	3.7	3.6	3.7	4.3
Seasonally adjusted figures in percent of the labour force	Kerteminde	4.5	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.0	4.0	3.9	3.9	3.7	3.9	3.8	3.8	3.8	3.8	3.6	3.8	3.7	3.7	3.8	3.8	3.9	3.8	4.3
Seasonally adjusted figures in percent of the labour force	Langeland	5.2	5.1	5.1	5.1	5.0	5.0	5.0	5.0	5.2	4.9	4.7	4.4	4.3	4.3	4.4	4.2	4.1	4.4	4.5	4.3	4.3	4.4	4.5	4.6	4.5	4.3	5.3
Seasonally adjusted figures in percent of the labour force	Middelfart	2.9	2.9	3.1	3.1	3.0	3.0	2.9	3.0	2.9	3.0	2.9	2.9	2.8	2.9	2.9	2.9	2.8	2.8	3.1	2.9	2.9	2.8	2.8	2.7	2.7	2.6	3.2
Seasonally adjusted figures in percent of the labour force	Nordfyns	4.4	4.3	4.4	4.4	4.4	4.3	4.5	4.3	4.2	4.1	4.1	4.0	4.0	4.0	4.1	4.0	4.0	4.2	4.2	4.2	4.1	4.1	4.1	4.1	4.2	4.1	4.8
Seasonally adjusted figures in percent of the labour force	Nyborg	4.0	3.9	3.9	3.9	3.9	3.9	3.9	3.7	3.7	3.8	3.7	3.7	3.7	3.7	3.7	3.6	3.7	3.6	3.5	3.7	4.0	3.9	3.9	3.9	3.9	3.9	4.8
Seasonally adjusted figures in percent of the labour force	Odense	5.2	5.2	5.1	5.1	5.0	5.0	4.9	4.8	4.7	4.7	4.7	4.7	4.7	4.6	4.7	4.6	4.7	4.8	4.9	4.8	4.8	4.8	4.8	4.7	4.7	4.7	5.3
Seasonally adjusted figures in percent of the labour force	Svendborg	4.6	4.5	4.6	4.5	4.5	4.5	4.4	4.3	4.2	4.1	4.0	4.0	3.9	3.9	4.0	4.1	4.1	4.2	4.1	4.2	4.1	4.0	4.2	4.3	4.2	4.2	4.8
Seasonally adjusted figures in percent of the labour force	Ærø	3.6	4.1	4.1	4.1	4.0	3.7	3.4	3.4	3.6	3.8	4.0	4.2	4.0	3.8	3.9	3.6	3.6	4.2	3.9	4.3	3.9	3.9	4.4	3.8	3.6	3.9	4.5
Seasonally adjusted figures in percent of the labour force	Province Sydjylland	3.5	3.5	3.5	3.5	3.4	3.4	3.4	3.4	3.3	3.3	3.3	3.3	3.2	3.2	3.2	3.2	3.2	3.3	3.3	3.3	3.3	3.3	3.3	3.3	3.3	3.3	3.7
Seasonally adjusted figures in percent of the labour force	Billund	2.6	2.7	2.8	2.8	2.9	2.9	2.8	2.7	2.6	2.5	2.4	2.3	2.3	2.3	2.3	2.4	2.3	2.3	2.4	2.4	2.5	2.6	2.7	2.7	2.5	2.6	2.9
Seasonally adjusted figures in percent of the labour force	Esbjerg	3.8	3.9	3.9	3.9	3.9	3.8	3.7	3.7	3.6	3.5	3.5	3.5	3.4	3.4	3.4	3.3	3.3	3.4	3.4	3.3	3.3	3.3	3.3	3.3	3.3	3.2	4.0
Seasonally adjusted figures in percent of the labour force	Fanø	5.1	5.3	5.4	5.3	5.0	4.5	4.3	4.2	4.0	4.1	4.3	4.4	4.3	4.3	3.7	3.9	4.1	4.2	4.3	4.6	4.5	4.4	4.3	4.1	4.2	4.0	4.7
Seasonally adjusted figures in percent of the labour force	Fredericia	4.4	4.4	4.4	4.4	4.3	4.2	3.9	4.1	4.0	4.0	4.1	4.1	4.0	4.1	4.2	4.2	4.2	4.3	4.2	4.2	4.2	4.2	4.2	4.2	4.2	4.0	4.7
Seasonally adjusted figures in percent of the labour force	Haderslev	3.7	3.6	3.6	3.6	3.6	3.6	3.5	3.5	3.5	3.4	3.4	3.4	3.3	3.4	3.4	3.4	3.4	3.4	3.5	3.5	3.4	3.5	3.6	3.6	3.5	3.5	3.9
Seasonally adjusted figures in percent of the labour force	Kolding	3.5	3.4	3.4	3.3	3.3	3.3	3.3	3.3	3.4	3.4	3.4	3.3	3.3	3.4	3.4	3.4	3.4	3.4	3.4	3.4	3.4	3.4	3.5	3.5	3.5	3.4	3.8
Seasonally adjusted figures in percent of the labour force	Sønderborg	3.6	3.5	3.6	3.5	3.5	3.4	3.5	3.6	3.6	3.5	3.5	3.5	3.5	3.5	3.4	3.5	3.5	3.6	3.6	3.5	3.6	3.5	3.6	3.5	3.6	3.6	4.1
Seasonally adjusted figures in percent of the labour force	Tønder	3.4	3.4	3.4	3.3	3.1	3.2	3.3	3.4	3.3	3.3	3.3	3.3	3.2	3.1	3.1	3.1	3.2	3.3	3.3	3.4	3.4	3.4	3.4	3.4	3.4	3.3	3.6
Seasonally adjusted figures in percent of the labour force	Varde	2.7	2.8	2.9	2.9	2.9	2.8	2.7	2.7	2.7	2.7	2.6	2.6	2.6	2.5	2.5	2.5	2.4	2.5	2.6	2.5	2.5	2.6	2.6	2.5	2.5	2.5	3.1
Seasonally adjusted figures in percent of the labour force	Vejen	2.8	2.8	2.8	2.8	2.8	2.5	2.7	2.7	2.7	2.7	2.8	2.7	2.6	2.6	2.5	2.5	2.6	2.7	2.8	2.8	2.7	2.7	2.6	2.7	2.7	2.6	2.8
Seasonally adjusted figures in percent of the labour force	Vejle	3.3	3.2	3.2	3.2	3.2	3.2	3.1	3.2	3.1	3.1	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.6
Seasonally adjusted figures in percent of the labour force	Aabenraa	3.8	3.8	3.8	3.8	3.8	3.6	3.6	3.5	3.4	3.4	3.3	3.3	3.3	3.3	3.3	3.2	3.3	3.4	3.4	3.4	3.5	3.5	3.5	3.4	3.3	3.3	3.6
Seasonally adjusted figures in percent of the labour force	Region Midtjylland	3.6	3.6	3.6	3.6	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.4	3.4	3.4	3.4	3.4	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.4	3.9
Seasonally adjusted figures in percent of the labour force	Province Østjylland	3.8	3.7	3.8	3.8	3.7	3.7	3.7	3.7	3.7	3.7	3.7	3.7	3.7	3.6	3.7	3.6	3.7	3.7	3.8	3.8	3.7	3.7	3.7	3.7	3.7	3.7	4.2
Seasonally adjusted figures in percent of the labour force	Favrskov	2.5	2.4	2.6	2.5	2.5	2.4	2.5	2.4	2.5	2.5	2.5	2.4	2.4	2.4	2.4	2.4	2.4	2.5	2.4	2.4	2.4	2.4	2.4	2.4	2.4	2.4	2.9
Seasonally adjusted figures in percent of the labour force	Hedensted	2.4	2.4	2.5	2.4	2.3	2.4	2.4	2.4	2.4	2.4	2.5	2.5	2.5	2.4	2.4	2.4	2.5	2.5	2.5	2.4	2.4	2.4	2.5	2.5	2.5	2.5	3.0
Seasonally adjusted figures in percent of the labour force	Horsens	3.5	3.4	3.5	3.5	3.4	3.4	3.3	3.3	3.2	3.3	3.2	3.3	3.3	3.3	3.2	3.3	3.3	3.4	3.4	3.4	3.5	3.5	3.6	3.6	3.6	3.6	4.0
Seasonally adjusted figures in percent of the labour force	Norddjurs	4.6	4.5	4.6	4.6	4.6	4.4	4.6	4.5	4.6	4.6	4.6	4.5	4.5	4.4	4.4	4.4	4.3	4.4	4.5	4.4	4.2	4.0	4.0	3.8	3.8	3.7	4.1
Seasonally adjusted figures in percent of the labour force	Odder	3.2	3.3	3.3	3.3	3.3	3.3	3.3	3.4	3.4	3.0	2.9	2.9	2.8	2.9	2.8	2.9	2.8	2.7	2.7	2.8	2.8	2.8	2.8	2.9	2.9	2.7	3.1
Seasonally adjusted figures in percent of the labour force	Randers	4.1	4.1	4.2	4.1	4.0	4.0	3.9	3.9	3.9	3.8	3.8	3.8	3.7	3.8	3.8	3.8	3.8	3.8	3.9	3.8	3.8	3.7	3.8	3.7	3.7	3.6	4.2
Seasonally adjusted figures in percent of the labour force	Samsø	5.4	5.3	5.2	5.2	4.9	4.8	4.8	5.0	5.2	5.3	5.3	5.4	5.5	4.9	4.2	3.9	4.6	4.4	4.6	4.5	4.4	5.0	5.1	4.4	4.2	4.3	4.4
Seasonally adjusted figures in percent of the labour force	Silkeborg	3.3	3.3	3.3	3.2	3.2	3.2	3.2	3.2	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.1	3.0	3.1	3.7
Seasonally adjusted figures in percent of the labour force	Skanderborg	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.4	2.3	2.3	2.3	2.3	2.2	2.2	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.4	2.4	2.4	2.4	2.7
Seasonally adjusted figures in percent of the labour force	Syddjurs	3.4	3.3	3.4	3.5	3.5	3.5	3.4	3.4	3.4	3.1	3.3	3.3	3.2	3.2	3.1	3.1	3.2	3.2	3.2	3.3	3.5	3.3	3.2	3.1	3.1	3.1	3.4
Seasonally adjusted figures in percent of the labour force	Aarhus	4.5	4.5	4.5	4.4	4.4	4.4	4.5	4.5	4.4	4.4	4.5	4.5	4.4	4.4	4.5	4.4	4.5	4.6	4.7	4.7	4.6	4.6	4.6	4.5	4.5	4.6	5.1
Seasonally adjusted figures in percent of the labour force	Province Vestjylland	3.2	3.2	3.2	3.1	3.1	3.1	3.1	3.1	3.1	3.0	3.0	3.0	2.9	2.9	2.9	2.9	2.9	3.0	3.0	3.0	3.0	2.9	3.0	3.0	3.0	2.8	3.2
Seasonally adjusted figures in percent of the labour force	Herning	3.7	3.6	3.6	3.6	3.5	3.6	3.5	3.5	3.5	3.4	3.4	3.4	3.3	3.3	3.2	3.2	3.2	3.3	3.3	3.2	3.3	3.3	3.3	3.3	3.4	3.0	3.6
Seasonally adjusted figures in percent of the labour force	Holstebro	2.9	2.8	2.8	2.6	2.5	2.5	2.5	2.6	2.6	2.6	2.5	2.5	2.5	2.5	2.6	2.6	2.6	2.6	2.5	2.6	2.6	2.6	2.7	2.7	2.7	2.6	2.9
Seasonally adjusted figures in percent of the labour force	Ikast-Brande	3.7	3.8	3.9	3.9	3.7	3.6	3.6	3.5	3.4	3.3	3.3	3.2	3.2	3.2	3.2	3.2	3.2	3.2	3.3	3.2	3.3	3.3	3.3	3.2	3.2	3.1	3.4
Seasonally adjusted figures in percent of the labour force	Lemvig	3.1	2.9	2.8	2.7	2.5	2.7	2.8	2.7	2.7	2.7	2.7	2.8	2.8	2.7	2.7	2.7	2.7	2.7	2.7	2.7	2.8	2.7	2.6	2.6	2.6	2.7	3.0
Seasonally adjusted figures in percent of the labour force	Ringkøbing-Skjern	2.5	2.5	2.6	2.6	2.6	2.7	2.6	2.5	2.6	2.7	2.7	2.7	2.5	2.5	2.5	2.6	2.5	2.5	2.5	2.6	2.6	2.6	2.6	2.7	2.7	2.7	2.9
Seasonally adjusted figures in percent of the labour force	Skive	3.1	3.0	3.1	3.1	3.0	3.0	3.1	2.9	2.9	2.9	2.7	2.8	2.7	2.5	2.4	2.5	2.5	2.6	2.7	2.5	2.4	2.4	2.5	2.4	2.4	2.4	2.6
Seasonally adjusted figures in percent of the labour force	Struer	3.5	3.6	3.6	3.5	3.5	3.4	3.5	3.4	3.5	3.4	3.4	3.5	3.5	3.7	3.8	3.8	3.7	3.8	3.9	3.7	3.7	3.7	3.8	3.7	3.5	3.3	3.6
