sex	age	region	2018M01	2018M02	2018M03	2018M04	2018M05	2018M06	2018M07	2018M08	2018M09	2018M10	2018M11	2018M12	2019M01	2019M02	2019M03	2019M04	2019M05	2019M06	2019M07	2019M08	2019M09	2019M10	2019M11	2019M12	2020M01	2020M02	
Total	Age, total	Region Hovedstaden	4.2	4.2	4.0	3.7	3.8	3.7	3.5	3.7	3.7	3.7	3.7	3.7	3.9	3.9	3.8	3.5	3.6	3.6	3.5	3.7	3.6	3.6	3.7	3.7	3.9	3.9
Total	Age, total	Province Byen København	4.5	4.5	4.3	4.0	4.1	4.1	4.1	4.3	4.1	4.2	4.1	4.1	4.3	4.3	4.3	3.9	4.0	4.2	4.3	4.4	4.2	4.2	4.2	4.2	4.4	4.5
Total	Age, total	Copenhagen	4.6	4.7	4.5	4.1	4.2	4.2	4.3	4.5	4.2	4.3	4.2	4.2	4.5	4.5	4.5	4.1	4.2	4.3	4.5	4.6	4.4	4.4	4.4	4.3	4.6	4.7
Total	Age, total	Frederiksberg	4.1	4.1	4.0	3.8	3.8	3.8	3.8	3.9	3.8	3.8	3.7	3.7	3.9	3.9	3.7	3.4	3.4	3.7	3.9	3.9	3.7	3.7	3.6	3.6	3.7	3.8
Total	Age, total	Dragør	2.9	2.7	2.8	2.6	2.8	2.5	2.4	2.5	2.6	2.5	2.5	2.6	2.7	2.6	2.7	2.4	2.7	2.7	2.4	2.5	2.4	2.5	2.5	2.6	2.5	2.5
Total	Age, total	Tårnby	3.7	3.6	3.4	3.1	3.3	3.3	3.1	3.1	3.2	3.2	3.2	3.2	3.4	3.3	3.3	3.0	3.0	3.0	2.9	2.9	2.9	2.9	3.0	3.0	3.3	3.2
Total	Age, total	Province Københavns omegn	4.2	4.2	4.1	3.8	3.9	3.8	3.4	3.7	3.7	3.8	3.8	3.7	3.9	3.9	3.9	3.5	3.6	3.7	3.3	3.5	3.6	3.6	3.6	3.6	3.8	3.8
Total	Age, total	Albertslund	5.7	5.7	5.7	5.3	5.4	5.0	4.3	4.6	5.0	5.1	5.0	5.1	5.4	5.3	5.1	4.8	4.9	5.0	4.2	4.6	4.8	4.8	4.7	4.7	4.9	5.0
Total	Age, total	Ballerup	3.8	3.8	3.7	3.4	3.5	3.4	3.0	3.2	3.3	3.4	3.4	3.3	3.5	3.5	3.5	3.2	3.3	3.3	2.9	3.2	3.3	3.3	3.3	3.3	3.6	3.6
Total	Age, total	Brøndby	6.0	5.9	5.9	5.7	5.9	5.7	5.1	5.5	5.6	5.8	5.7	5.6	5.9	6.0	6.1	5.5	5.5	5.5	4.9	5.4	5.5	5.5	5.6	5.8	6.1	6.1
Total	Age, total	Gentofte	3.1	3.1	3.1	2.8	2.9	2.9	2.7	2.9	2.9	2.9	3.0	2.9	3.0	3.0	3.0	2.7	2.8	2.9	2.7	2.8	2.8	2.8	2.8	2.8	2.9	2.9
Total	Age, total	Gladsaxe	3.8	3.9	3.8	3.6	3.6	3.5	3.2	3.3	3.5	3.4	3.4	3.3	3.5	3.5	3.5	3.1	3.2	3.2	2.9	3.0	3.0	3.1	3.0	3.1	3.2	3.2
Total	Age, total	Glostrup	4.7	4.6	4.6	4.2	4.4	4.2	4.2	4.2	4.1	4.0	4.0	4.0	4.2	4.1	4.1	3.7	3.9	3.9	3.6	3.7	3.8	4.0	3.9	3.8	3.8	4.0
Total	Age, total	Herlev	4.0	3.8	3.6	3.4	3.4	3.2	2.7	3.1	3.2	3.1	3.2	3.3	3.3	3.3	3.3	2.9	3.1	3.0	2.6	2.7	2.7	2.6	2.6	2.7	2.9	3.1
Total	Age, total	Hvidovre	3.8	3.8	3.6	3.4	3.5	3.4	3.2	3.3	3.3	3.4	3.3	3.3	3.5	3.5	3.4	3.2	3.4	3.4	3.3	3.4	3.4	3.3	3.3	3.4	3.6	3.7
Total	Age, total	Høje-Taastrup	5.0	4.9	4.8	4.6	4.6	4.4	3.8	4.3	4.3	4.3	4.3	4.4	4.5	4.6	4.6	4.3	4.3	4.3	3.7	4.1	4.2	4.3	4.4	4.5	4.7	4.7
Total	Age, total	Ishøj	7.0	6.8	6.7	6.5	6.5	6.3	5.2	6.0	6.4	6.3	6.2	6.1	6.2	6.2	6.2	5.6	5.6	5.6	4.7	5.4	5.5	5.5	5.5	5.7	5.9	5.8
Total	Age, total	Lyngby-Taarbæk	2.9	2.9	2.8	2.6	2.6	2.5	2.4	2.5	2.6	2.7	2.7	2.6	2.8	2.8	2.8	2.5	2.5	2.5	2.5	2.7	2.6	2.6	2.6	2.6	2.8	2.8
Total	Age, total	Rødovre	5.0	5.0	4.8	4.4	4.4	4.4	4.0	4.3	4.4	4.4	4.3	4.4	4.5	4.6	4.5	4.2	4.3	4.4	4.0	4.2	4.3	4.2	4.4	4.2	4.5	4.5
Total	Age, total	Vallensbæk	3.4	3.4	3.5	3.3	3.4	3.2	2.8	3.2	3.2	3.2	3.3	3.3	3.4	3.4	3.4	2.9	3.1	3.2	2.7	3.0	3.0	3.1	3.2	3.2	3.3	3.5
Total	Age, total	Province Nordsjælland	3.4	3.3	3.2	3.0	3.0	2.9	2.6	2.7	2.8	2.8	2.8	2.9	2.9	2.9	2.9	2.6	2.7	2.7	2.4	2.6	2.6	2.6	2.6	2.8	2.9	2.9
Total	Age, total	Allerød	2.3	2.3	2.2	2.0	2.1	1.9	1.8	1.9	1.8	1.9	2.0	2.0	1.9	2.0	2.1	1.9	1.9	1.9	1.8	1.9	2.0	2.1	2.1	2.2	2.4	2.4
Total	Age, total	Egedal	2.9	2.9	2.8	2.6	2.6	2.5	2.3	2.3	2.5	2.6	2.7	2.7	2.7	2.8	2.8	2.5	2.6	2.6	2.4	2.5	2.5	2.5	2.5	2.6	2.8	2.8
Total	Age, total	Fredensborg	3.4	3.4	3.2	2.9	2.9	2.9	2.6	2.8	3.0	3.0	3.0	3.1	3.1	3.1	3.0	2.6	2.6	2.6	2.4	2.9	2.7	2.7	2.4	2.7	3.0	2.9
Total	Age, total	Frederikssund	3.6	3.7	3.6	3.3	3.3	3.1	2.8	3.0	2.9	3.1	3.1	3.0	2.9	2.9	2.9	2.6	2.6	2.7	2.4	2.6	2.6	2.6	2.7	2.8	3.0	3.0
Total	Age, total	Furesø	2.8	2.8	2.8	2.7	2.6	2.5	2.2	2.4	2.4	2.4	2.5	2.5	2.5	2.6	2.6	2.4	2.5	2.4	2.1	2.2	2.3	2.4	2.4	2.5	2.7	2.8
Total	Age, total	Gribskov	3.4	3.3	3.2	2.9	2.7	2.5	2.2	2.3	2.4	2.4	2.5	2.5	2.8	2.8	2.7	2.5	2.4	2.4	2.2	2.4	2.4	2.4	2.6	2.8	2.8	2.8
Total	Age, total	Halsnæs	4.3	4.3	4.3	3.7	3.7	3.6	3.2	3.3	3.3	3.4	3.4	3.4	3.7	3.5	3.4	3.2	3.1	3.0	2.7	2.9	2.9	3.0	3.0	3.2	3.5	3.5
Total	Age, total	Helsingør	4.5	4.4	4.3	4.0	4.0	3.8	3.4	3.6	3.7	3.6	3.6	3.8	3.9	3.9	3.8	3.6	3.7	3.6	3.3	3.5	3.5	3.5	3.5	3.7	3.9	3.9
Total	Age, total	Hillerød	3.2	3.2	3.1	2.9	2.9	2.8	2.5	2.6	2.7	2.7	2.6	2.7	2.8	2.8	2.6	2.4	2.5	2.5	2.3	2.4	2.3	2.3	2.3	2.4	2.5	2.6
Total	Age, total	Hørsholm	2.8	2.9	2.8	2.7	2.9	2.8	2.8	2.9	2.8	2.6	2.7	2.8	2.8	2.6	2.6	2.4	2.4	2.4	2.2	2.5	2.3	2.3	2.3	2.4	2.5	2.7
Total	Age, total	Rudersdal	3.0	2.9	2.7	2.6	2.7	2.6	2.3	2.6	2.6	2.6	2.6	2.5	2.5	2.5	2.5	2.4	2.5	2.4	2.3	2.5	2.6	2.6	2.5	2.6	2.6	2.5
Total	Age, total	Province Bornholm	5.7	5.5	5.1	4.1	3.5	3.0	2.8	2.8	3.5	4.4	5.2	5.6	5.8	5.4	4.9	3.5	2.8	2.5	2.4	2.5	2.9	3.6	4.5	4.9	5.3	4.9
