sex	age	region	2018M01	2018M02	2018M03	2018M04	2018M05	2018M06	2018M07	2018M08	2018M09	2018M10	2018M11	2018M12	2019M01	2019M02	2019M03	2019M04	2019M05	2019M06	2019M07	2019M08	2019M09	2019M10	2019M11	2019M12	2020M01	2020M02	
Total	16-24 years	Gentofte	1.7	1.7	1.8	1.7	1.3	1.3	1.3	1.1	1.0	1.1	0.9	0.9	1.0	0.9	1.1	1.1	0.9	1.0	1.3	0.8	0.7	0.7	0.6	0.5	0.6	0.6
Total	16-24 years	Gladsaxe	1.5	1.6	1.4	1.3	1.0	1.1	1.2	1.1	1.0	1.0	1.0	0.9	1.0	1.2	1.1	0.9	0.9	0.9	1.1	1.0	0.9	0.9	0.7	0.6	0.7	0.8
Total	16-24 years	Glostrup	2.3	2.6	2.3	2.5	2.2	1.8	1.9	1.9	1.7	1.9	1.7	1.7	2.1	1.9	1.6	1.3	1.5	1.6	1.6	1.8	1.9	1.9	2.2	2.0	2.3	2.2
Total	16-24 years	Herlev	2.5	2.5	2.5	2.3	1.8	1.7	1.4	1.6	1.6	1.9	2.1	2.3	1.8	1.6	1.8	1.8	1.4	1.6	1.5	1.4	1.0	1.0	1.1	1.1	1.3	1.5
Total	16-24 years	Hvidovre	1.9	1.9	1.6	1.3	1.2	1.3	1.4	1.6	1.3	1.4	1.4	1.5	1.6	1.7	1.5	1.2	1.2	1.3	1.8	1.7	1.5	1.5	1.4	1.4	1.5	1.6
Total	16-24 years	Høje-Taastrup	2.6	2.7	2.8	2.5	2.1	2.3	2.4	2.4	2.1	2.3	2.1	2.1	2.0	2.3	2.0	1.9	1.8	1.9	2.0	2.0	2.0	1.9	1.9	1.9	1.9	2.1
Total	16-24 years	Ishøj	2.8	2.7	2.6	2.4	2.0	2.1	2.0	2.5	2.7	2.4	2.5	2.0	2.2	2.1	2.1	1.7	1.5	2.3	2.2	2.1	2.0	2.3	2.4	2.5	2.5	2.4
Total	16-24 years	Lyngby-Taarbæk	1.5	1.7	1.6	1.4	1.4	1.2	1.5	1.4	1.2	1.1	0.9	0.8	0.8	1.0	0.9	0.8	0.8	0.9	0.9	1.1	0.9	0.9	0.9	0.9	1.1	0.9
Total	16-24 years	Rødovre	2.4	2.9	2.8	2.3	1.8	2.0	2.1	2.1	2.0	2.0	1.8	1.9	1.9	1.9	1.7	1.6	1.6	1.6	1.8	2.1	1.6	1.7	1.6	1.4	1.9	2.0
Total	16-24 years	Vallensbæk	1.7	1.6	1.7	1.3	1.2	1.2	1.1	1.2	1.3	1.4	1.1	1.1	1.3	1.7	1.5	1.1	1.1	1.1	1.0	1.2	1.3	1.3	1.5	1.5	1.9	2.1
Total	16-24 years	Province Nordsjælland	2.0	2.0	1.9	1.7	1.6	1.5	1.5	1.5	1.5	1.5	1.5	1.4	1.4	1.5	1.5	1.3	1.2	1.3	1.3	1.3	1.2	1.2	1.1	1.1	1.2	1.3
Total	16-24 years	Allerød	1.9	1.9	1.6	1.5	1.4	1.2	0.9	1.0	1.3	1.2	1.4	1.3	0.9	1.1	1.1	1.1	0.9	0.7	0.7	0.9	0.8	0.7	0.7	0.6	0.6	0.8
Total	16-24 years	Egedal	1.8	1.7	1.8	1.7	1.7	1.6	1.7	1.7	1.6	1.8	1.5	1.4	1.4	1.3	1.4	1.5	1.6	1.5	1.4	1.3	1.3	1.4	1.3	1.1	1.1	1.3
Total	16-24 years	Fredensborg	2.0	2.2	1.8	1.3	1.5	1.4	1.7	1.2	1.5	1.4	1.4	1.2	1.2	1.5	1.5	1.1	1.1	1.3	1.7	1.6	1.3	1.2	0.9	0.8	1.0	1.1
Total	16-24 years	Frederikssund	2.4	2.5	2.6	2.5	2.2	2.0	1.7	1.9	1.7	2.0	1.9	1.8	1.5	1.7	1.8	1.5	1.4	1.6	1.5	1.3	1.2	1.1	1.3	1.5	1.5	1.6
Total	16-24 years	Furesø	1.5	1.7	1.6	1.4	1.2	1.3	1.3	1.4	1.3	1.2	1.2	0.9	0.9	0.9	0.8	0.8	0.7	0.9	0.8	0.7	0.6	0.8	0.9	0.9	0.9	0.8
Total	16-24 years	Gribskov	2.0	2.1	2.0	1.8	1.4	1.4	1.4	1.1	1.4	1.2	1.5	1.3	1.5	1.1	1.3	1.1	1.2	1.2	1.0	1.1	1.3	1.0	1.0	1.2	1.1	1.3
Total	16-24 years	Halsnæs	3.2	3.6	3.2	2.7	2.8	2.8	3.0	3.0	2.7	2.8	2.5	2.7	2.8	2.7	2.4	2.0	1.8	1.7	1.8	1.8	2.0	1.9	1.8	2.0	2.4	2.2
Total	16-24 years	Helsingør	2.8	2.6	2.4	2.1	2.1	2.0	1.5	1.8	1.8	1.7	1.9	1.9	2.1	2.1	2.1	1.9	1.6	1.7	1.8	1.6	1.3	1.4	1.4	1.4	1.3	1.7
Total	16-24 years	Hillerød	1.8	1.5	1.4	1.4	1.2	1.2	1.2	1.2	1.2	1.4	1.2	1.2	1.4	1.7	1.4	1.1	1.1	1.1	1.4	1.5	1.2	1.2	1.1	1.1	1.2	1.4
Total	16-24 years	Hørsholm	1.0	1.1	1.3	1.2	1.0	0.9	1.2	1.1	1.1	1.3	1.4	1.2	0.8	1.0	1.1	0.9	0.6	0.7	0.6	0.8	0.7	0.7	0.7	0.8	0.8	0.7
Total	16-24 years	Rudersdal	1.3	1.3	1.0	0.9	0.9	0.9	0.9	0.9	0.7	0.8	0.9	0.9	0.8	1.0	1.0	0.8	0.6	0.9	0.9	0.8	0.9	0.9	0.9	0.7	0.9	0.9
Total	16-24 years	Province Bornholm	3.5	3.4	3.0	2.4	1.7	1.9	2.2	1.6	1.8	2.4	2.7	3.1	2.9	3.2	2.7	1.9	1.4	1.3	1.4	1.4	1.6	2.1	2.2	2.1	2.2	2.1
Total	16-24 years	Bornholm	3.5	3.4	3.0	2.4	1.7	1.9	2.2	1.6	1.8	2.4	2.7	3.1	2.9	3.2	2.7	1.9	1.4	1.3	1.4	1.4	1.6	2.1	2.2	2.1	2.2	2.1
Total	16-24 years	Region Sjælland	2.8	2.9	2.8	2.5	2.4	2.3	2.2	2.2	2.1	2.2	2.2	2.2	2.3	2.3	2.2	2.0	1.9	1.9	2.0	1.9	1.8	1.8	1.8	1.8	2.0	2.1
Total	16-24 years	Province Østsjælland	2.2	2.2	2.1	2.0	1.8	1.7	1.7	1.8	1.6	1.6	1.6	1.6	1.7	1.8	1.7	1.6	1.4	1.5	1.8	1.6	1.4	1.5	1.5	1.4	1.5	1.6
Total	16-24 years	Greve	1.6	1.6	1.6	1.7	1.1	1.1	1.3	1.4	1.1	1.3	1.3	1.3	1.2	1.1	1.0	1.3	1.4	1.6	1.8	1.6	1.4	1.4	1.4	1.5	1.8	1.7
Total	16-24 years	Køge	3.0	3.0	3.0	3.0	2.7	2.7	2.7	2.7	2.3	2.3	2.2	2.3	2.4	2.3	2.2	1.7	1.4	1.5	1.8	1.5	1.4	1.6	1.5	1.3	1.4	1.5
Total	16-24 years	Lejre	2.2	1.9	2.0	2.1	1.9	1.5	1.7	1.8	1.9	1.7	1.9	1.8	1.3	1.6	1.5	1.3	1.0	1.1	1.1	1.4	1.4	1.3	1.2	1.4	1.5	1.7
Total	16-24 years	Roskilde	2.0	2.2	1.9	1.6	1.5	1.5	1.6	1.5	1.5	1.4	1.4	1.5	1.5	1.9	1.9	1.8	1.5	1.6	1.9	1.8	1.5	1.7	1.5	1.3	1.4	1.5
Total	16-24 years	Solrød	1.7	1.2	1.4	1.3	1.4	1.1	0.9	0.8	1.2	1.3	1.1	1.2	1.7	1.6	1.4	1.3	1.4	1.5	1.7	1.4	1.1	1.2	1.7	1.5	1.8	1.8
Total	16-24 years	Province Vest- og Sydsjælland	3.2	3.2	3.2	2.8	2.6	2.6	2.3	2.3	2.3	2.4	2.5	2.5	2.6	2.6	2.4	2.2	2.1	2.1	2.2	2.0	2.0	2.0	2.0	2.0	2.2	2.4
Total	16-24 years	Faxe	2.6	3.0	2.8	2.5	2.4	2.5	2.0	1.4	1.7	1.8	2.1	2.1	2.2	1.8	1.7	1.6	1.6	1.6	1.5	1.8	1.7	1.9	1.8	1.5	1.7	2.2
Total	16-24 years	Guldborgsund	3.8	3.9	3.8	3.7	3.4	3.3	3.2	3.4	3.2	3.4	3.5	3.2	3.3	3.1	3.2	2.8	2.5	2.6	2.7	2.4	2.7	2.6	2.5	2.4	2.7	3.1
Total	16-24 years	Holbæk	2.8	2.9	2.7	2.4	2.2	2.3	2.1	2.1	2.0	2.1	1.9	1.7	1.5	1.8	1.7	1.4	1.4	1.3	1.4	1.2	1.2	1.4	1.6	1.7	1.7	1.9
Total	16-24 years	Kalundborg	3.9	3.9	3.9	2.8	3.2	3.0	2.8	2.7	2.7	2.5	2.7	3.0	3.0	2.8	2.4	2.6	2.1	1.9	2.0	1.7	2.0	2.1	2.1	2.0	2.1	2.3
Total	16-24 years	Lolland	4.1	3.9	3.9	3.4	3.6	3.4	2.9	2.4	2.7	2.2	2.7	2.6	2.7	3.1	3.4	2.7	2.5	2.8	3.3	2.6	2.9	3.1	3.0	3.0	2.9	2.6
Total	16-24 years	Næstved	2.9	3.0	2.6	2.4	2.3	2.2	2.2	2.1	2.2	2.1	2.0	2.0	2.1	2.3	2.0	1.9	1.6	1.8	1.9	1.8	1.7	1.7	1.7	1.9	2.4	2.5
Total	16-24 years	Odsherred	3.1	3.2	3.8	3.2	2.5	2.3	1.9	2.3	2.5	2.8	3.6	3.4	3.9	3.6	3.1	3.1	3.1	3.1	2.5	2.5	2.3	2.0	2.2	2.2	2.3	2.8
Total	16-24 years	Ringsted	2.0	2.2	2.0	1.7	1.7	1.7	2.0	2.2	2.2	2.1	2.3	2.2	2.4	2.6	2.5	2.1	2.1	1.6	1.6	1.8	1.4	1.2	1.4	1.3	1.2	1.3
Total	16-24 years	Slagelse	3.1	3.2	3.1	2.9	2.6	2.6	2.2	2.1	2.0	2.4	2.4	2.4	2.5	2.4	2.4	2.4	2.1	2.3	2.6	2.3	2.1	2.3	2.2	2.2	2.5	2.7
Total	16-24 years	Sorø	4.2	4.3	4.3	4.0	4.1	3.8	2.9	3.1	3.1	3.1	3.3	3.5	3.6	3.6	3.6	3.1	3.5	3.4	3.1	2.6	2.7	2.3	2.4	2.5	2.7	3.1
Total	16-24 years	Stevns	3.2	3.2	3.4	2.7	2.4	2.1	2.0	2.4	2.6	3.0	3.1	3.0	3.2	3.0	2.9	2.4	2.0	1.9	1.8	2.0	2.1	1.8	2.1	1.8	1.9	1.8
Total	16-24 years	Vordingborg	3.0	3.2	3.1	2.3	2.2	2.1	2.1	2.4	2.2	2.3	2.0	2.2	2.5	2.5	2.3	1.9	2.0	1.9	2.1	2.0	1.7	1.6	1.7	1.4	1.9	2.1
Total	16-24 years	Region Syddanmark	2.6	2.7	2.6	2.3	2.1	2.1	2.3	2.2	2.0	2.0	2.0	2.0	2.2	2.3	2.1	1.9	1.8	1.9	2.2	2.1	1.9	1.9	1.9	1.8	2.1	2.2
Total	16-24 years	Province Fyn	2.8	3.0	2.8	2.5	2.3	2.4	2.6	2.5	2.2	2.2	2.2	2.2	2.4	2.5	2.4	2.1	2.0	2.2	2.5	2.4	2.1	2.0	2.0	1.9	2.3	2.4
Total	16-24 years	Assens	4.0	4.2	3.9	3.1	3.0	3.1	2.6	2.8	3.0	3.0	3.2	3.4	2.9	2.7	2.6	2.0	1.9	2.0	2.3	2.1	2.1	2.4	2.5	2.3	2.6	2.8
Total	16-24 years	Faaborg-Midtfyn	3.6	3.4	3.5	3.3	2.8	2.8	2.8	2.2	2.3	2.6	2.8	2.8	3.0	3.0	2.6	2.6	2.4	2.2	1.8	1.9	1.5	1.7	1.9	2.2	2.0	2.2
Total	16-24 years	Kerteminde	3.2	2.9	2.5	2.4	2.4	2.0	2.6	2.5	1.9	2.5	2.6	2.6	2.1	2.2	2.2	2.3	2.2	1.6	1.2	1.3	1.6	1.7	1.9	2.1	2.2	2.7
Total	16-24 years	Langeland	4.2	3.3	2.9	1.9	1.3	1.4	2.0	1.8	2.5	2.2	2.7	2.2	2.9	2.7	3.2	2.3	1.7	2.4	1.7	2.1	2.6	4.0	5.0	3.8	3.3	3.4
Total	16-24 years	Middelfart	1.8	1.8	1.8	1.6	1.3	1.2	1.4	1.2	1.4	1.4	1.4	1.3	1.5	1.7	1.5	1.4	1.3	1.4	1.7	1.6	1.7	1.7	1.3	1.4	1.4	1.3
Total	16-24 years	Nordfyns	3.8	3.6	3.6	2.8	2.6	2.5	2.4	2.0	2.0	2.0	2.1	2.1	2.1	2.3	2.4	1.8	1.5	1.7	1.7	1.7	1.8	1.7	1.8	2.1	2.1	2.1
Total	16-24 years	Nyborg	3.0	3.1	3.1	2.7	2.5	2.5	2.6	2.4	2.0	2.5	3.0	2.9	3.0	2.9	2.7	2.9	2.7	2.5	2.1	2.4	2.6	2.8	2.9	3.2	3.2	3.2
Total	16-24 years	Odense	2.5	2.9	2.7	2.4	2.2	2.4	2.9	2.8	2.3	2.2	2.1	2.0	2.5	2.6	2.4	2.1	1.9	2.4	3.1	2.9	2.3	2.1	1.9	1.8	2.4	2.6
Total	16-24 years	Svendborg	2.7	2.7	2.6	2.1	2.0	1.9	2.0	2.1	1.6	2.1	2.0	1.9	2.1	2.0	2.1	2.0	2.2	1.9	2.0	1.7	1.8	1.6	1.5	1.6	2.1	1.8
Total	16-24 years	Ærø	3.9	4.2	3.3	2.9	2.3	2.2	1.6	1.2	1.3	1.2	1.3	2.4	3.0	2.7	2.5	2.4	2.4	2.8	2.4	1.9	2.1	2.0	2.7	2.1	1.7	2.4
Total	16-24 years	Province Sydjylland	2.4	2.5	2.4	2.2	2.0	1.9	2.1	2.0	1.9	1.9	1.9	1.9	2.0	2.1	2.0	1.8	1.6	1.8	1.9	1.8	1.7	1.7	1.8	1.8	1.9	2.0
Total	16-24 years	Billund	2.1	2.0	2.4	2.2	1.8	2.1	1.9	1.5	1.4	1.5	1.5	1.5	1.7	1.6	1.3	1.2	0.9	1.0	1.1	1.0	1.2	1.7	1.7	1.5	1.7	1.9
Total	16-24 years	Esbjerg	3.1	3.2	3.0	2.6	2.3	2.4	2.8	2.6	2.4	2.3	2.2	2.3	2.4	2.4	2.2	1.9	1.7	2.0	2.5	2.3	1.9	2.2	2.1	2.1	2.4	2.4
Total	16-24 years	Fanø	0.0	0.9	0.6	0.8	0.8	0.8	1.0	1.9	1.1	1.5	1.5	2.3	2.0	0.8	1.4	0.8	0.3	0.0	0.7	1.8	1.3	0.8	0.8	1.5	2.4	0.8
Total	16-24 years	Fredericia	2.3	2.5	2.2	2.0	1.8	1.7	1.9	1.8	1.4	1.7	1.7	1.4	1.5	1.6	1.7	1.6	1.5	1.6	1.9	1.9	1.7	1.7	1.8	2.0	1.9	2.1
Total	16-24 years	Haderslev	3.1	2.8	2.6	2.3	2.2	2.1	2.3	2.3	2.4	2.1	2.3	2.1	2.5	3.0	2.6	2.1	2.2	2.0	2.1	1.8	1.5	1.5	1.5	1.6	1.7	1.6
Total	16-24 years	Kolding	2.3	2.4	2.5	2.3	2.3	2.0	2.2	2.1	1.6	1.8	1.9	1.8	2.0	2.3	2.3	2.2	2.0	2.1	2.2	2.2	1.9	2.0	2.0	2.0	2.1	2.1
Total	16-24 years	Sønderborg	2.7	2.5	2.4	2.2	2.0	2.1	2.3	2.3	2.1	1.9	1.9	2.1	2.1	2.0	1.8	1.7	1.6	1.8	2.1	1.8	1.6	1.8	1.8	1.6	1.8	1.8
Total	16-24 years	Tønder	2.3	2.6	2.3	2.2	1.9	2.1	2.1	2.5	2.3	2.4	2.7	2.7	2.6	2.3	2.3	2.1	2.1	2.0	2.1	2.1	2.0	1.6	1.8	1.9	2.2	2.3
Total	16-24 years	Varde	2.2	2.1	2.1	1.6	1.4	1.4	1.5	1.5	1.4	1.5	1.6	1.7	2.1	2.3	1.8	1.4	1.4	1.5	1.6	1.9	1.6	1.8	1.7	1.7	2.0	1.8
Total	16-24 years	Vejen	1.9	2.1	2.1	1.9	1.7	1.3	1.6	1.5	1.5	1.5	1.6	1.3	1.4	1.7	1.5	1.3	1.2	1.3	1.4	1.5	1.6	1.6	1.6	1.7	1.8	1.7
Total	16-24 years	Vejle	2.2	2.0	2.0	1.9	1.8	1.7	1.6	1.7	1.5	1.6	1.5	1.5	1.6	1.6	1.6	1.6	1.4	1.5	1.6	1.3	1.3	1.3	1.4	1.3	1.5	1.7
Total	16-24 years	Aabenraa	2.2	2.5	2.5	2.4	2.3	2.1	2.0	2.0	2.0	2.3	2.1	2.2	2.3	2.4	2.0	1.9	1.5	1.8	1.8	1.8	1.9	1.8	2.0	1.9	2.0	1.9
Total	16-24 years	Region Midtjylland	2.6	2.6	2.5	2.3	2.1	2.2	2.4	2.4	2.1	2.0	2.0	2.0	2.2	2.3	2.2	2.0	1.8	1.9	2.2	2.1	1.8	1.9	1.8	1.7	1.9	2.1
Total	16-24 years	Province Østjylland	2.5	2.6	2.5	2.3	2.2	2.2	2.6	2.5	2.1	2.0	2.0	1.9	2.2	2.3	2.3	2.0	1.9	2.0	2.4	2.2	1.9	1.9	1.8	1.8	2.0	2.2
Total	16-24 years	Favrskov	2.7	2.4	2.3	1.9	1.9	1.6	1.8	1.8	2.1	1.9	2.1	2.0	2.1	2.1	2.2	1.9	2.0	1.7	1.6	1.5	1.1	1.3	1.4	1.3	1.5	1.4
Total	16-24 years	Hedensted	2.1	1.9	1.9	1.8	1.7	1.5	1.4	1.8	2.0	2.1	2.1	2.1	2.2	2.3	2.4	2.4	1.9	1.9	1.9	1.5	1.4	1.5	1.6	1.6	1.6	1.9
Total	16-24 years	Horsens	2.4	2.6	2.8	2.7	2.5	2.3	2.3	2.5	2.2	2.4	2.2	2.1	2.5	2.7	2.9	2.7	2.4	2.4	2.5	2.3	2.2	2.4	2.3	2.2	2.2	2.8
Total	16-24 years	Norddjurs	4.2	4.4	4.5	4.4	4.5	4.2	4.6	3.8	3.1	3.4	3.6	3.7	3.7	3.8	3.4	3.2	3.3	2.7	2.4	2.3	2.0	2.4	2.7	2.3	2.5	2.7
Total	16-24 years	Odder	2.5	2.7	2.3	2.1	1.8	1.6	1.8	1.5	1.6	1.6	1.5	1.3	1.5	1.7	1.5	1.3	1.4	1.5	2.1	2.0	1.7	2.0	1.9	1.7	2.4	2.2
Total	16-24 years	Randers	3.9	3.9	3.8	3.4	3.3	3.3	3.3	3.3	2.9	3.0	3.0	3.1	3.2	3.2	3.3	2.8	2.6	2.7	3.0	2.8	2.5	2.5	2.3	2.2	2.4	2.2
Total	16-24 years	Samsø	5.5	7.1	7.6	6.4	4.5	4.3	2.4	3.5	5.2	3.9	3.2	3.2	2.1	2.1	2.7	3.3	3.5	2.1	2.1	0.0	0.0	2.3	1.1	2.0	2.3	2.1
Total	16-24 years	Silkeborg	3.0	2.4	2.2	2.0	1.8	1.9	2.2	2.1	2.0	2.0	2.1	2.2	2.2	2.1	1.9	1.5	1.4	1.4	1.9	2.1	1.8	2.0	2.0	2.0	1.8	1.9
Total	16-24 years	Skanderborg	2.2	2.0	1.8	1.9	1.7	1.7	2.1	2.0	1.6	1.6	1.3	1.4	1.3	1.3	1.2	1.1	1.0	1.2	1.2	1.2	1.5	1.3	1.5	1.5	1.6	1.5
Total	16-24 years	Syddjurs	2.6	2.0	2.4	2.2	2.1	2.1	2.0	1.8	1.7	1.8	2.0	2.0	1.9	2.2	2.1	2.0	1.8	1.7	1.6	1.4	1.6	1.5	1.4	1.6	1.8	1.8
Total	16-24 years	Aarhus	2.2	2.4	2.3	2.1	2.0	2.2	2.7	2.5	2.0	1.8	1.7	1.6	2.0	2.2	2.1	1.9	1.8	2.0	2.6	2.3	1.9	1.9	1.7	1.6	2.0	2.2
Total	16-24 years	Province Vestjylland	2.6	2.7	2.5	2.2	2.0	2.0	2.1	2.1	2.0	1.9	2.0	2.0	2.1	2.1	2.0	1.8	1.6	1.7	1.8	1.7	1.6	1.6	1.7	1.7	1.8	1.8
Total	16-24 years	Herning	2.7	2.8	2.6	2.4	2.1	2.1	2.3	2.3	2.0	1.8	1.8	1.8	2.1	2.2	2.1	1.8	1.8	1.8	1.9	1.7	1.7	1.6	1.6	1.7	1.9	1.9
Total	16-24 years	Holstebro	2.1	2.4	2.2	1.7	1.5	1.6	1.6	1.7	1.5	1.7	1.6	1.4	1.7	1.7	1.9	1.6	1.5	1.4	1.5	1.4	1.4	1.6	1.6	1.4	1.5	1.6
Total	16-24 years	Ikast-Brande	3.2	3.4	3.1	2.7	2.6	2.4	2.4	2.5	2.5	2.2	2.8	2.5	2.6	2.4	2.3	2.4	2.4	2.2	2.1	2.3	1.9	2.2	2.3	2.0	2.3	2.7
Total	16-24 years	Lemvig	2.1	2.0	1.8	1.5	1.2	1.2	1.3	2.1	2.7	2.6	2.2	2.7	2.5	2.3	2.0	1.7	1.6	1.3	1.2	1.4	1.6	1.7	1.7	1.6	1.6	1.9
Total	16-24 years	Ringkøbing-Skjern	2.4	2.5	2.3	1.8	1.6	1.5	1.4	1.4	1.5	1.7	1.7	1.7	1.9	1.6	1.4	1.2	1.0	1.0	1.0	1.0	1.0	1.0	1.1	1.1	1.1	1.2
Total	16-24 years	Skive	2.4	2.5	2.6	2.5	2.1	2.2	2.7	2.3	2.4	2.1	2.1	2.3	2.1	2.0	1.7	1.8	1.5	1.5	2.0	2.0	1.6	1.5	1.6	1.6	1.9	1.8
Total	16-24 years	Struer	3.2	3.6	3.6	3.8	3.4	3.2	2.2	2.1	2.5	2.7	2.5	2.4	2.6	2.8	2.9	2.6	2.1	2.0	2.6	2.0	1.7	1.7	2.0	2.3	2.4	2.3
Total	16-24 years	Viborg	2.7	2.8	2.6	2.3	2.2	2.2	2.4	2.3	1.9	1.9	2.1	2.2	2.3	2.3	2.2	1.8	1.7	2.0	2.0	2.0	1.7	1.9	2.0	2.0	2.2	2.0
Total	16-24 years	Region Nordjylland	3.4	3.6	3.4	3.0	2.8	2.8	3.0	2.9	2.6	2.6	2.6	2.5	2.8	2.9	2.8	2.5	2.3	2.5	2.9	2.6	2.3	2.4	2.4	2.3	2.5	2.7
Total	16-24 years	Province Nordjylland	3.4	3.6	3.4	3.0	2.8	2.8	3.0	2.9	2.6	2.6	2.6	2.5	2.8	2.9	2.8	2.5	2.3	2.5	2.9	2.6	2.3	2.4	2.4	2.3	2.5	2.7
Total	16-24 years	Brønderslev	3.7	3.9	3.5	2.9	2.4	2.1	2.1	1.9	2.1	2.2	2.1	2.2	2.3	2.7	2.5	2.1	2.2	1.7	1.8	1.7	1.3	1.8	1.8	1.8	2.2	2.2
Total	16-24 years	Frederikshavn	4.1	3.9	3.6	3.4	3.0	2.6	2.4	2.6	2.8	2.5	2.6	2.5	2.7	2.9	2.6	2.4	2.3	2.2	2.0	1.8	2.0	2.3	2.3	2.6	2.8	2.4
Total	16-24 years	Hjørring	3.3	3.3	3.2	2.7	2.4	2.3	2.5	2.4	2.4	2.4	2.3	2.2	2.7	2.6	2.3	2.2	2.1	2.4	2.2	2.1	1.9	2.3	2.5	2.4	2.5	2.8
Total	16-24 years	Jammerbugt	3.1	3.2	2.9	2.5	2.2	2.5	2.2	2.1	2.2	2.7	2.6	2.8	2.9	2.9	2.8	2.2	2.0	1.9	1.9	1.7	1.9	2.2	2.2	2.0	2.4	2.4
Total	16-24 years	Læsø	3.7	2.1	2.2	1.6	3.5	2.7	1.8	2.2	3.3	3.1	5.2	3.4	3.7	4.6	3.1	2.2	0.0	0.0	0.0	1.6	1.6	2.8	2.7	2.7	0.9	2.1
Total	16-24 years	Mariagerfjord	3.2	3.1	3.2	2.6	2.3	2.1	2.1	1.7	1.9	1.9	2.2	2.3	2.6	2.6	2.4	2.2	2.4	2.4	2.2	2.3	2.3	2.3	2.3	2.7	2.6	3.0
Total	16-24 years	Morsø	2.6	2.4	2.3	1.7	1.4	1.6	1.6	1.9	1.8	1.7	1.7	1.6	2.1	1.8	1.6	1.6	1.4	1.5	1.6	1.3	1.2	1.0	0.9	1.2	1.6	1.6
Total	16-24 years	Rebild	2.1	2.5	2.3	2.1	1.8	1.9	2.0	2.3	2.4	2.7	2.7	2.8	2.8	3.2	2.8	2.2	2.1	1.9	2.1	2.1	1.4	1.7	1.6	1.9	2.4	2.3
Total	16-24 years	Thisted	2.8	2.9	3.0	2.4	2.1	1.9	2.3	2.2	2.0	1.9	2.2	2.3	2.2	2.3	2.2	2.0	1.8	1.6	2.0	1.9	1.9	2.0	2.2	2.2	1.9	1.9
Total	16-24 years	Vesthimmerlands	3.5	2.8	2.6	2.5	2.3	2.0	2.2	2.5	2.6	2.8	2.5	2.5	2.5	2.6	2.3	2.1	2.0	2.0	2.1	1.8	1.9	1.7	1.8	1.7	1.8	2.0
Total	16-24 years	Aalborg	3.6	4.0	3.9	3.5	3.3	3.4	4.0	3.7	3.0	2.9	2.8	2.7	3.1	3.3	3.2	2.8	2.6	3.0	3.9	3.3	2.8	2.8	2.7	2.5	2.8	3.1
