age	sex	region	2018M01	2018M02	2018M03	2018M04	2018M05	2018M06	2018M07	2018M08	2018M09	2018M10	2018M11	2018M12	2019M01	2019M02	2019M03	2019M04	2019M05	2019M06	2019M07	2019M08	2019M09	2019M10	2019M11	2019M12	2020M01	2020M02	
Age, total	Men	Rødovre	4.9	4.8	4.8	4.3	4.2	4.2	3.8	4.2	4.2	4.2	4.2	4.5	4.5	4.6	4.5	4.1	4.2	4.3	4.0	4.1	4.2	4.1	4.3	4.3	4.6	4.6
Age, total	Men	Vallensbæk	3.2	3.1	3.3	3.0	3.2	3.0	2.5	3.0	3.1	3.0	3.1	3.0	3.1	3.1	3.2	2.5	2.9	3.0	2.4	2.7	2.7	2.5	2.8	2.8	3.0	3.2
Age, total	Men	Province Nordsjælland	3.3	3.3	3.3	2.9	2.8	2.7	2.4	2.5	2.6	2.6	2.7	2.8	2.8	2.9	2.8	2.5	2.5	2.4	2.2	2.3	2.3	2.4	2.4	2.6	2.7	2.8
Age, total	Men	Allerød	2.4	2.3	2.2	2.0	2.0	1.8	1.8	1.7	1.8	1.9	2.1	1.9	1.9	1.8	2.1	1.9	1.9	1.8	1.6	1.8	1.7	1.8	1.8	2.0	2.1	2.0
Age, total	Men	Egedal	2.8	2.7	2.7	2.4	2.4	2.3	2.1	2.1	2.1	2.3	2.4	2.5	2.5	2.6	2.6	2.2	2.2	2.3	2.1	2.1	2.2	2.3	2.3	2.5	2.5	2.6
Age, total	Men	Fredensborg	3.5	3.5	3.3	3.0	2.8	2.6	2.4	2.4	2.5	2.6	2.7	2.9	3.0	2.9	2.8	2.5	2.3	2.3	2.0	2.4	2.3	2.3	2.1	2.3	2.5	2.6
Age, total	Men	Frederikssund	3.4	3.7	3.7	3.2	3.0	2.9	2.6	2.7	2.6	2.7	2.7	2.7	2.6	2.6	2.6	2.2	2.1	2.3	2.1	2.2	2.2	2.3	2.5	2.6	2.7	2.7
Age, total	Men	Furesø	2.7	2.7	2.8	2.5	2.5	2.4	2.1	2.3	2.4	2.3	2.2	2.3	2.5	2.5	2.6	2.4	2.3	2.3	1.9	2.2	2.2	2.3	2.3	2.5	2.7	2.8
Age, total	Men	Gribskov	3.1	3.1	3.1	2.6	2.4	2.2	2.0	2.0	2.1	2.2	2.1	2.2	2.6	2.7	2.5	2.4	2.1	1.9	1.7	1.8	1.8	1.8	2.1	2.3	2.5	2.6
Age, total	Men	Halsnæs	4.2	4.3	4.4	3.7	3.5	3.4	2.9	3.1	3.1	3.2	3.1	3.2	3.5	3.7	3.6	3.2	3.0	2.9	2.7	2.6	2.6	2.7	2.8	3.0	3.4	3.5
Age, total	Men	Helsingør	4.7	4.7	4.5	4.1	3.9	3.6	3.4	3.5	3.5	3.5	3.6	3.9	4.1	4.1	3.9	3.7	3.7	3.6	3.1	3.3	3.4	3.4	3.5	3.7	3.9	4.0
Age, total	Men	Hillerød	3.2	3.3	3.2	2.8	2.7	2.5	2.2	2.4	2.5	2.6	2.6	2.7	2.7	2.7	2.6	2.3	2.3	2.3	2.0	2.1	2.2	2.1	2.1	2.3	2.4	2.5
Age, total	Men	Hørsholm	2.7	2.8	2.8	2.4	2.7	2.7	2.7	2.8	2.6	2.4	2.5	2.7	2.8	2.6	2.5	2.3	2.2	2.2	2.0	2.2	2.1	2.1	2.2	2.4	2.5	2.5
Age, total	Men	Rudersdal	2.8	2.8	2.7	2.6	2.6	2.6	2.3	2.4	2.5	2.5	2.5	2.6	2.5	2.5	2.5	2.4	2.4	2.3	2.2	2.3	2.3	2.3	2.3	2.4	2.4	2.5
Age, total	Men	Province Bornholm	5.4	5.4	5.2	4.1	3.3	2.9	2.7	2.7	3.5	4.3	4.8	5.5	5.6	5.2	4.8	3.5	2.9	2.7	2.5	2.7	3.0	3.7	4.3	4.8	5.2	4.8
Age, total	Men	Bornholm	5.4	5.4	5.2	4.1	3.3	2.9	2.7	2.7	3.5	4.3	4.8	5.5	5.6	5.2	4.8	3.5	2.9	2.7	2.5	2.7	3.0	3.7	4.3	4.8	5.2	4.8
Age, total	Men	Region Sjælland	4.2	4.3	4.3	3.7	3.4	3.2	3.0	3.1	3.1	3.2	3.4	3.6	3.8	3.9	3.7	3.3	3.1	3.0	2.8	2.9	2.9	3.0	3.1	3.4	3.7	3.8
Age, total	Men	Province Østsjælland	3.1	3.1	3.1	2.8	2.7	2.5	2.4	2.5	2.5	2.6	2.7	2.8	2.8	2.9	2.8	2.6	2.5	2.4	2.3	2.4	2.4	2.5	2.6	2.7	2.9	3.0
Age, total	Men	Greve	2.9	2.8	2.9	2.7	2.5	2.2	2.0	2.2	2.2	2.4	2.6	2.6	2.6	2.7	2.8	2.7	2.6	2.6	2.3	2.3	2.4	2.4	2.7	2.7	2.9	2.9
Age, total	Men	Køge	3.4	3.5	3.4	3.1	2.9	2.8	2.5	2.8	2.8	2.9	3.0	3.2	3.3	3.3	3.1	2.8	2.6	2.4	2.3	2.3	2.4	2.6	2.6	2.9	3.0	3.0
Age, total	Men	Lejre	2.6	2.5	2.4	2.2	2.3	2.1	2.0	2.3	2.3	2.2	2.3	2.3	2.2	2.3	2.2	2.0	1.8	2.0	1.9	2.1	2.1	2.2	2.3	2.3	2.4	2.5
Age, total	Men	Roskilde	3.3	3.3	3.4	3.1	2.9	2.8	2.8	2.9	2.9	2.9	2.9	3.0	3.0	3.1	3.0	2.9	2.8	2.7	2.7	2.7	2.7	2.7	2.7	2.8	3.1	3.3
Age, total	Men	Solrød	2.3	2.4	2.3	2.1	1.9	1.7	1.5	1.6	1.4	1.7	2.0	2.0	1.9	2.0	2.0	1.9	1.8	1.6	1.7	1.9	2.0	2.2	2.4	2.7	2.8	2.7
Age, total	Men	Province Vest- og Sydsjælland	4.7	4.8	4.8	4.1	3.8	3.6	3.3	3.3	3.4	3.5	3.7	3.9	4.2	4.3	4.1	3.6	3.3	3.3	3.0	3.1	3.1	3.3	3.4	3.7	4.0	4.1
Age, total	Men	Faxe	3.9	3.9	4.1	3.6	3.4	3.2	2.9	2.9	3.0	3.1	3.2	3.3	3.5	3.6	3.4	3.0	2.8	2.6	2.4	2.6	2.7	2.9	2.8	2.9	3.3	3.3
Age, total	Men	Guldborgsund	5.7	5.7	5.9	5.1	4.6	4.2	3.9	4.1	4.0	4.2	4.7	4.9	5.3	5.4	5.2	4.5	4.2	4.2	3.7	3.8	4.0	4.1	4.1	4.4	5.0	5.2
Age, total	Men	Holbæk	3.7	3.7	3.6	3.1	2.9	2.9	2.5	2.6	2.5	2.6	2.7	2.9	3.1	3.2	3.1	2.7	2.7	2.5	2.3	2.3	2.4	2.4	2.4	2.7	3.0	3.1
Age, total	Men	Kalundborg	4.5	4.6	4.6	3.6	3.3	3.0	2.8	2.9	3.1	3.5	3.6	3.8	4.0	4.0	3.8	3.1	3.0	2.9	2.7	2.7	2.7	2.9	3.0	3.3	3.8	3.8
Age, total	Men	Lolland	6.6	6.8	7.0	5.9	5.3	4.8	4.3	4.3	4.2	4.5	5.3	5.6	5.9	6.3	6.1	5.3	4.8	4.5	4.2	4.2	4.4	4.7	5.0	5.6	5.9	5.9
Age, total	Men	Næstved	5.0	5.1	5.0	4.3	4.0	3.7	3.5	3.4	3.6	3.6	3.6	3.8	4.1	4.2	3.9	3.4	3.2	3.2	3.0	3.1	3.1	3.2	3.3	3.8	4.1	4.2
Age, total	Men	Odsherred	5.3	5.5	5.7	4.6	4.0	4.0	3.5	3.5	3.6	3.8	4.0	4.4	4.8	4.9	4.5	3.9	3.6	3.8	3.5	3.4	3.2	3.2	3.6	3.8	4.1	4.3
Age, total	Men	Ringsted	3.5	3.7	3.8	3.1	3.1	2.9	2.9	2.7	2.8	2.8	2.8	3.0	3.3	3.4	3.2	2.7	2.6	2.5	2.4	2.7	2.5	2.5	2.7	2.9	3.2	3.5
Age, total	Men	Slagelse	4.7	5.0	4.8	4.3	4.0	3.8	3.4	3.6	3.6	3.8	4.0	4.3	4.5	4.7	4.5	4.0	3.7	3.8	3.6	3.6	3.5	3.8	3.9	4.3	4.5	4.6
Age, total	Men	Sorø	4.1	4.2	4.1	3.4	3.2	3.1	2.7	2.8	2.9	2.9	3.0	3.3	3.6	3.6	3.7	3.2	3.1	2.9	2.6	2.5	2.8	2.7	2.7	2.9	3.2	3.5
Age, total	Men	Stevns	3.7	4.3	4.4	3.6	3.3	3.1	2.9	2.9	3.1	3.0	3.1	3.2	3.4	3.6	3.5	3.0	2.6	2.6	2.4	2.4	2.3	2.3	2.5	2.6	3.0	3.1
Age, total	Men	Vordingborg	5.0	5.2	5.4	4.3	4.0	4.0	3.6	3.7	3.7	3.9	4.0	4.3	4.9	5.2	4.8	4.1	3.7	3.8	3.5	3.5	3.4	3.7	3.9	4.1	4.5	4.5
Age, total	Men	Region Syddanmark	4.2	4.3	4.1	3.6	3.4	3.2	3.1	3.2	3.1	3.3	3.3	3.5	3.8	3.8	3.7	3.2	3.1	3.1	3.0	3.1	3.1	3.2	3.4	3.7	3.9	4.0
Age, total	Men	Province Fyn	5.0	5.1	4.9	4.3	4.0	3.8	3.8	3.8	3.7	3.8	3.9	4.1	4.4	4.5	4.3	3.8	3.6	3.6	3.6	3.8	3.6	3.8	4.0	4.2	4.5	4.6
Age, total	Men	Assens	4.4	4.6	4.6	3.8	3.1	3.1	2.8	2.9	2.9	3.2	3.3	3.5	3.7	3.8	3.7	3.1	2.8	2.6	2.6	2.8	2.8	2.9	3.1	3.6	3.8	3.7
Age, total	Men	Faaborg-Midtfyn	4.6	4.7	4.8	3.9	3.5	3.2	3.1	3.1	3.0	3.3	3.4	3.8	4.1	4.2	4.0	3.4	3.1	2.8	2.6	2.6	2.7	2.8	3.2	3.6	4.0	4.1
Age, total	Men	Kerteminde	4.9	4.7	4.6	4.1	3.7	3.4	3.0	3.3	3.1	3.2	3.3	3.6	3.7	4.1	3.9	3.5	3.3	3.0	2.4	2.8	2.7	3.0	3.6	3.9	4.3	4.2
Age, total	Men	Langeland	6.8	6.3	6.3	5.1	4.7	4.3	4.0	4.4	4.8	5.0	5.2	5.6	6.1	6.1	5.5	4.5	3.9	3.9	3.6	3.9	3.8	4.4	5.2	6.0	6.4	6.5
Age, total	Men	Middelfart	3.1	3.0	3.3	2.6	2.5	2.4	2.1	2.4	2.3	2.6	2.7	2.7	3.0	3.1	2.9	2.6	2.3	2.3	2.2	2.4	2.3	2.3	2.6	2.5	2.8	2.9
Age, total	Men	Nordfyns	4.6	4.7	4.4	3.7	3.4	3.1	2.9	3.0	3.2	3.3	3.6	3.8	4.2	4.4	4.1	3.4	3.1	3.3	3.2	3.4	3.3	3.4	3.4	3.9	4.4	4.4
Age, total	Men	Nyborg	4.6	4.3	4.1	3.7	3.4	3.2	3.0	3.0	2.8	3.2	3.4	3.8	4.2	4.1	3.8	3.4	3.2	3.2	2.9	3.4	3.2	3.4	3.7	4.2	4.6	4.4
Age, total	Men	Odense	5.6	5.7	5.5	5.0	4.8	4.6	4.8	4.8	4.5	4.6	4.5	4.6	4.9	5.0	4.8	4.4	4.3	4.4	4.7	4.7	4.5	4.6	4.6	4.7	4.9	5.1
Age, total	Men	Svendborg	5.3	5.3	5.2	4.5	4.2	3.9	3.9	3.7	3.7	3.7	3.9	4.1	4.5	4.5	4.4	4.0	3.9	3.9	3.6	3.7	3.7	3.8	4.1	4.6	5.0	4.8
Age, total	Men	Ærø	5.2	5.1	4.7	4.2	3.5	3.1	2.4	2.6	2.9	3.2	3.4	4.3	4.5	4.0	3.8	3.7	2.9	3.2	2.3	2.7	2.9	3.5	4.7	4.3	4.5	4.4
Age, total	Men	Province Sydjylland	3.7	3.7	3.6	3.1	3.0	2.8	2.6	2.7	2.8	2.9	3.0	3.2	3.4	3.4	3.2	2.8	2.7	2.7	2.6	2.7	2.7	2.9	3.1	3.3	3.6	3.6
Age, total	Men	Billund	2.5	2.7	2.5	2.0	2.0	1.9	1.6	1.5	1.5	1.7	1.8	1.9	2.2	2.2	2.1	1.7	1.7	1.7	1.5	1.5	1.7	2.0	2.2	2.4	2.6	2.7
Age, total	Men	Esbjerg	4.5	4.6	4.3	3.8	3.6	3.3	3.2	3.2	3.2	3.3	3.4	3.7	3.9	3.9	3.6	3.1	2.9	2.8	2.9	2.9	2.9	3.1	3.3	3.6	3.9	4.1
Age, total	Men	Fanø	6.7	6.4	6.0	5.3	5.1	3.8	3.9	4.1	3.7	3.5	4.6	5.3	5.8	5.2	4.4	3.5	3.6	2.8	2.8	3.4	3.2	3.7	4.1	4.6	5.0	4.6
Age, total	Men	Fredericia	4.4	4.4	4.3	3.9	3.7	3.5	3.2	3.2	3.3	3.6	3.8	4.0	4.1	4.1	4.2	3.9	3.7	3.6	3.5	3.6	3.6	3.9	3.9	4.1	4.3	4.3
Age, total	Men	Haderslev	4.0	3.9	3.8	3.2	3.0	2.8	2.6	2.7	2.8	2.8	2.9	3.0	3.5	3.6	3.3	2.9	2.9	2.7	2.7	2.7	2.7	2.8	3.0	3.4	3.6	3.7
Age, total	Men	Kolding	3.5	3.6	3.6	3.1	3.0	2.8	2.8	2.9	2.9	3.0	3.1	3.1	3.3	3.4	3.4	3.0	2.8	2.8	2.7	2.9	2.9	3.0	3.2	3.4	3.7	3.6
Age, total	Men	Sønderborg	4.3	4.0	3.8	3.5	3.2	3.1	3.0	3.2	3.4	3.5	3.6	3.7	3.8	3.8	3.6	3.3	3.3	3.3	3.1	3.2	3.2	3.4	3.6	3.8	4.0	4.1
Age, total	Men	Tønder	3.7	3.7	3.6	3.0	2.5	2.4	2.2	2.5	2.4	2.6	2.9	3.3	3.5	3.4	3.4	2.8	2.7	2.5	2.3	2.6	2.6	2.7	3.0	3.6	3.9	3.9
Age, total	Men	Varde	3.2	3.3	3.1	2.4	2.3	2.1	1.9	2.0	2.1	2.3	2.4	2.8	3.1	2.9	2.6	2.1	1.9	1.9	1.9	2.0	2.0	2.2	2.4	2.6	3.0	3.0
Age, total	Men	Vejen	2.7	2.6	2.5	2.2	2.1	1.8	1.7	1.8	1.9	2.0	2.2	2.3	2.5	2.6	2.3	2.1	1.9	1.9	1.8	2.0	2.1	2.1	2.2	2.4	2.6	2.6
Age, total	Men	Vejle	3.2	3.2	3.1	2.7	2.7	2.5	2.4	2.5	2.5	2.6	2.6	2.7	2.9	2.9	2.9	2.5	2.4	2.4	2.3	2.4	2.5	2.6	2.7	2.9	3.2	3.2
Age, total	Men	Aabenraa	4.1	4.1	4.1	3.6	3.4	3.2	2.9	2.9	3.0	3.1	3.1	3.4	3.5	3.5	3.4	3.1	2.9	3.1	2.7	2.9	3.1	3.2	3.4	3.5	3.7	3.7
Age, total	Men	Region Midtjylland	3.6	3.6	3.6	3.1	2.9	2.9	2.9	3.0	2.9	2.9	3.0	3.1	3.4	3.5	3.3	2.9	2.8	2.8	2.9	3.0	2.8	2.9	3.0	3.2	3.4	3.5
Age, total	Men	Province Østjylland	3.7	3.8	3.7	3.3	3.2	3.1	3.2	3.3	3.1	3.1	3.2	3.3	3.5	3.7	3.5	3.2	3.1	3.1	3.2	3.3	3.1	3.2	3.3	3.4	3.7	3.7
Age, total	Men	Favrskov	2.6	2.4	2.5	2.0	1.9	1.8	1.7	1.7	1.8	1.9	2.0	2.2	2.4	2.4	2.3	1.9	1.8	1.8	1.7	1.8	1.8	1.9	1.9	2.1	2.4	2.4
Age, total	Men	Hedensted	2.1	2.1	2.2	1.8	1.6	1.7	1.5	1.6	1.6	1.7	1.9	2.0	2.1	2.2	2.1	1.7	1.7	1.6	1.5	1.6	1.6	1.7	1.9	2.2	2.3	2.4
Age, total	Men	Horsens	3.3	3.4	3.5	3.2	3.0	2.8	2.6	2.7	2.6	2.8	2.9	2.9	3.1	3.1	3.1	2.9	2.8	2.7	2.6	2.8	2.9	3.1	3.3	3.5	3.6	3.7
Age, total	Men	Norddjurs	5.0	4.8	4.8	4.1	4.0	3.4	3.3	3.5	3.5	3.6	4.0	4.4	4.5	4.6	4.4	4.0	3.7	3.5	3.4	3.3	2.9	3.0	3.1	3.4	3.7	3.8
Age, total	Men	Odder	3.4	3.7	3.4	2.9	2.8	2.5	2.4	2.6	2.6	2.3	2.3	2.4	2.6	2.7	2.6	2.2	2.3	2.1	2.1	2.3	2.2	2.4	2.5	2.9	3.1	3.0
Age, total	Men	Randers	4.2	4.4	4.3	3.6	3.3	3.3	3.1	3.2	3.3	3.3	3.4	3.7	3.9	4.1	3.9	3.5	3.3	3.2	3.2	3.2	3.1	3.3	3.4	3.6	3.9	3.8
Age, total	Men	Samsø	6.8	8.4	8.3	6.8	4.6	3.2	2.5	2.9	3.9	5.1	6.3	7.8	8.4	8.6	8.0	6.0	4.8	3.3	3.1	2.1	2.6	4.2	5.5	6.0	5.9	6.9
Age, total	Men	Silkeborg	3.3	3.2	3.1	2.6	2.6	2.4	2.4	2.5	2.5	2.5	2.6	2.8	3.1	3.2	2.9	2.7	2.5	2.4	2.4	2.5	2.5	2.6	2.7	3.0	3.1	3.2
Age, total	Men	Skanderborg	2.4	2.4	2.2	1.9	2.0	1.9	1.8	2.0	1.9	2.0	2.0	2.1	2.1	2.0	2.0	1.9	1.9	1.8	1.8	1.9	1.9	2.0	2.1	2.3	2.4	2.4
Age, total	Men	Syddjurs	3.8	3.6	3.6	3.1	3.1	2.9	2.8	2.9	2.7	2.5	2.9	3.2	3.4	3.5	3.3	2.7	2.7	2.5	2.5	2.8	2.8	2.7	2.7	2.8	3.2	3.3
Age, total	Men	Aarhus	4.3	4.5	4.4	4.0	3.9	3.9	4.3	4.3	4.0	4.0	3.9	3.9	4.2	4.4	4.2	3.9	3.8	4.0	4.5	4.5	4.1	4.1	4.1	4.1	4.4	4.6
Age, total	Men	Province Vestjylland	3.2	3.3	3.2	2.7	2.5	2.4	2.2	2.4	2.4	2.5	2.5	2.7	3.0	3.1	2.9	2.5	2.3	2.2	2.1	2.2	2.3	2.3	2.5	2.8	3.0	3.0
Age, total	Men	Herning	3.5	3.6	3.5	3.0	2.8	2.7	2.7	2.8	2.8	2.8	2.9	3.0	3.2	3.3	2.9	2.6	2.5	2.5	2.4	2.6	2.5	2.6	2.7	2.9	3.2	3.2
Age, total	Men	Holstebro	2.9	2.9	2.6	2.0	1.9	1.9	1.9	2.0	2.1	2.2	2.1	2.3	2.5	2.6	2.5	2.1	1.9	1.8	1.6	1.8	1.8	1.9	2.2	2.6	2.7	2.7
Age, total	Men	Ikast-Brande	3.6	3.8	3.8	3.4	3.2	2.9	2.5	2.7	2.7	2.7	2.8	2.9	3.3	3.3	3.0	2.6	2.3	2.2	2.1	2.2	2.3	2.5	2.7	3.1	3.4	3.3
Age, total	Men	Lemvig	3.3	3.4	3.0	2.3	1.9	1.9	1.8	2.0	2.3	2.5	2.4	2.9	3.2	3.3	3.0	2.5	2.2	2.0	1.8	2.0	2.2	2.3	2.4	2.7	3.2	3.4
Age, total	Men	Ringkøbing-Skjern	2.5	2.7	2.6	2.2	2.1	2.0	1.7	1.9	2.2	2.3	2.5	2.7	2.8	2.8	2.6	2.3	2.1	1.9	1.8	1.9	2.1	2.2	2.4	2.7	2.9	2.9
Age, total	Men	Skive	3.4	3.4	3.4	2.7	2.6	2.3	2.3	2.4	2.4	2.4	2.4	2.7	2.9	2.9	2.7	2.3	2.1	2.1	2.1	2.0	2.1	2.0	2.1	2.3	2.5	2.5
Age, total	Men	Struer	3.7	3.9	3.8	3.2	2.9	2.7	2.5	2.3	2.6	2.4	2.7	2.9	3.3	3.9	4.0	3.5	3.0	2.8	2.8	2.9	3.0	3.0	3.3	3.3	3.6	3.3
Age, total	Men	Viborg	3.1	3.1	3.1	2.7	2.5	2.3	2.3	2.4	2.3	2.5	2.5	2.7	3.0	3.2	3.0	2.5	2.5	2.4	2.3	2.5	2.4	2.4	2.5	2.7	3.0	3.0
Age, total	Men	Region Nordjylland	5.1	5.1	5.0	4.2	3.9	3.7	3.7	3.7	3.7	3.8	3.9	4.1	4.4	4.6	4.2	3.6	3.4	3.3	3.4	3.6	3.5	3.6	3.8	4.2	4.6	4.6
Age, total	Men	Province Nordjylland	5.1	5.1	5.0	4.2	3.9	3.7	3.7	3.7	3.7	3.8	3.9	4.1	4.4	4.6	4.2	3.6	3.4	3.3	3.4	3.6	3.5	3.6	3.8	4.2	4.6	4.6
Age, total	Men	Brønderslev	4.5	4.6	4.5	3.8	3.2	2.8	2.6	2.8	2.9	3.1	3.3	3.7	3.9	4.1	3.6	3.0	2.6	2.7	2.6	2.7	2.7	3.0	3.2	3.8	4.4	4.4
Age, total	Men	Frederikshavn	5.2	5.1	5.0	4.3	3.9	3.4	3.3	3.5	3.6	3.8	3.9	4.2	4.5	4.8	4.3	3.8	3.6	3.3	3.0	3.2	3.3	3.5	3.7	4.2	4.7	4.3
Age, total	Men	Hjørring	5.5	5.5	5.4	4.2	3.8	3.5	3.2	3.3	3.3	3.3	3.4	3.9	4.6	4.7	4.1	3.4	3.2	3.1	3.1	3.1	3.1	3.3	3.6	4.1	4.8	4.7
Age, total	Men	Jammerbugt	4.2	4.2	4.2	3.0	2.5	2.5	2.5	2.5	2.6	2.9	2.9	3.4	4.1	4.2	3.6	2.9	2.8	2.6	2.2	2.5	2.6	2.8	2.8	3.5	4.3	3.8
Age, total	Men	Læsø	9.0	9.5	8.0	5.6	4.3	3.2	2.5	2.5	4.1	6.0	8.2	9.1	9.5	9.0	7.4	3.4	2.6	3.0	1.8	2.6	3.3	3.8	6.7	8.5	8.0	7.4
Age, total	Men	Mariagerfjord	4.6	4.7	4.6	3.8	3.3	3.0	3.0	3.0	2.9	2.9	3.1	3.5	4.0	4.1	3.6	3.2	3.0	2.9	2.6	2.6	2.7	2.8	3.0	3.5	3.9	3.8
Age, total	Men	Morsø	4.2	4.3	4.3	3.2	3.0	2.7	2.3	2.3	2.5	2.7	2.8	3.3	3.6	3.6	3.3	2.7	2.4	2.3	1.9	2.1	2.4	2.5	2.7	3.1	3.4	3.4
Age, total	Men	Rebild	4.0	3.7	3.6	2.9	2.7	2.5	2.3	2.5	2.5	2.6	2.6	2.7	3.0	3.0	2.7	2.1	2.1	1.9	1.9	2.1	2.0	2.2	2.6	2.9	3.4	3.5
Age, total	Men	Thisted	3.7	3.7	3.4	2.9	2.6	2.3	2.1	2.3	2.3	2.4	2.7	2.9	3.3	3.6	3.2	2.5	2.3	2.1	2.1	2.4	2.5	2.7	3.0	3.4	3.6	3.6
Age, total	Men	Vesthimmerlands	4.5	4.3	4.3	3.5	3.1	2.7	2.5	2.9	3.1	3.3	3.4	3.6	4.0	4.1	3.6	3.1	2.8	2.7	2.7	3.2	3.2	3.3	3.6	3.9	4.3	4.2
Age, total	Men	Aalborg	5.8	5.9	5.8	5.2	4.9	4.9	5.2	5.2	4.9	5.0	5.0	5.1	5.2	5.3	5.1	4.4	4.3	4.4	4.9	4.9	4.6	4.6	4.7	4.9	5.2	5.4
Age, total	Men	Unknown municipality	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
