links_link,links_District_State,links_District_name,links_District_Jan,links_District_Feb,links_District_March,links_District_April,links_District_May,links_District_June
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Agra,51,46,32,3,28,2
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Aligarh,36,28,21,3,13,3
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Allahabad,21,39,23,5,20,2
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Ambedkar Nagar,2,3,4,1,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Amethi,1,0,0,2,5,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Amroha,8,8,9,3,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Auraiya,2,10,3,1,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Ayodhya,2,0,0,1,4,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Azamgarh,1,11,8,1,6,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Baghpat,13,11,13,1,6,2
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Bahraich,4,4,3,0,5,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Ballia,3,1,5,1,5,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Balrampur,2,4,1,0,4,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Banda,13,21,15,0,6,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Barabanki,2,5,4,2,6,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Bareilly,17,10,11,1,10,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Basti,4,9,4,0,5,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Bijnor,12,11,13,1,6,2
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Budaun,12,18,11,2,7,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Bulandshahr,25,21,31,3,16,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Chandauli,2,3,1,0,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Chitrakoot,5,7,9,2,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Deoria,6,4,5,1,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Etah,11,6,5,0,1,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Etawah,14,10,5,2,9,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Faizabad,1,0,2,0,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Farrukhabad,7,9,6,1,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Fatehgarh,1,0,0,0,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Fatehpur,10,11,11,2,6,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Firozabad,12,16,8,1,5,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Gandhi nagar basti,0,1,0,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Gautam Budh Nagar,36,30,32,13,24,2
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Ghaziabad,72,50,58,23,26,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Ghazipur,4,4,7,3,4,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Gonda,8,4,4,0,7,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Gorakhpur,14,15,17,4,3,5
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Hamirpur,19,16,15,3,30,2
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Hapur,10,15,14,1,8,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Hardoi,11,5,3,3,6,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Hathras,9,15,10,1,4,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Jalaun,7,9,4,1,7,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Jaunpur,21,17,11,1,11,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Jhansi,10,14,9,3,10,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Kannauj,6,3,4,1,5,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Kanpur Dehat (Rama Bai Nagar),4,6,10,0,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Kanpur Nagar,25,24,23,4,18,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Kasganj,12,7,3,1,7,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Kaushambi,2,1,2,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Kushi Nagar,5,5,1,0,5,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Lakhimpur Kheri,8,6,2,6,6,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Lalitpur,2,2,4,0,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Lucknow,12,16,8,13,22,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Maharajganj,5,7,3,1,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Mahoba,1,3,4,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Mainpuri,7,10,5,4,3,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Mataur,0,0,0,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Mathura,33,24,18,4,12,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Mau,1,3,2,1,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Meerut,35,19,27,1,9,2
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Mirzapur,15,14,8,0,6,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Moradabad,12,20,7,1,7,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Muzaffarnagar,48,36,29,3,8,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Pilibhit,8,10,3,2,8,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Pratapgarh,4,6,4,1,8,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Raibarelly,0,4,3,2,4,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Rampur,4,9,3,1,11,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Saharanpur,19,20,8,2,5,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Sambhal,13,13,9,0,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Sant Kabir Nagar,0,2,2,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=33,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,0,1,2,1,3,0
