links_link,links_District_State,links_District_name,links_District_Jan,links_District_Feb,links_District_March,links_District_April,links_District_May,links_District_June
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=12,Gujarat,Ahmedabad,1,2,4,7,5,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=12,Gujarat,Amreli,0,1,0,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=12,Gujarat,Aravalli,0,0,0,1,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=12,Gujarat,Banaskantha,1,1,0,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=12,Gujarat,Bharuch,0,0,0,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=12,Gujarat,Bhavnagar,0,0,1,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=12,Gujarat,Devbhumi Dwarka,0,1,0,1,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=12,Gujarat,Gandhinagar,1,1,0,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=12,Gujarat,Gir Somnath,0,0,1,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=12,Gujarat,Junagadh,1,0,0,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=12,Gujarat,Kheda,0,1,0,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=12,Gujarat,Kutch,0,2,1,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=12,Gujarat,Mahisagar,1,0,0,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=12,Gujarat,Mehsana,1,1,2,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=12,Gujarat,Morbi,0,1,0,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=12,Gujarat,Narmada,0,0,1,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=12,Gujarat,Navsari,0,0,0,0,3,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=12,Gujarat,Patan,0,0,1,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=12,Gujarat,Rajkot,0,1,1,0,1,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=12,Gujarat,Surat,1,1,1,3,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=12,Gujarat,Surndranagar,0,0,0,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=12,Gujarat,Vadodara,0,1,1,2,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=12,Gujarat,Valsad,1,0,0,1,0,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=12,Gujarat,Total,8,14,14,15,16,2
