links_link,links_District_State,links_District_name,links_District_Jan,links_District_Feb,links_District_March,links_District_April,links_District_May,links_District_June
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=35,West Bengal,Alipurduar,0,0,0,1,0,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=35,West Bengal,Bankura,0,0,0,3,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=35,West Bengal,Bardhaman,3,0,0,4,9,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=35,West Bengal,Birbhum,2,0,0,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=35,West Bengal,Cooch Behar,0,0,0,0,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=35,West Bengal,Darjeeling,0,1,0,0,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=35,West Bengal,East Medinipur,2,2,0,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=35,West Bengal,Hooghly,0,2,2,2,3,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=35,West Bengal,Howrah,2,0,2,3,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=35,West Bengal,Jalpaiguri,0,0,0,1,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=35,West Bengal,Kalimpong,0,1,0,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=35,West Bengal,Kolkata,9,6,6,12,13,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=35,West Bengal,Malda,1,1,0,1,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=35,West Bengal,Murshidabad,0,0,0,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=35,West Bengal,Nadia,1,1,2,0,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=35,West Bengal,North 24 Parganas,1,4,4,7,6,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=35,West Bengal,Purulia,0,0,3,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=35,West Bengal,South 24 Parganas,2,1,2,2,1,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=35,West Bengal,West Medinipur,1,0,3,0,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=35,West Bengal,Total,24,19,24,36,47,2
