links_link,links_District_State,links_District_name,links_District_Jan,links_District_Feb,links_District_March,links_District_April,links_District_May,links_District_June
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=38,Telangana,Adilabad,0,1,0,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=38,Telangana,Bhadradri Kothagudem,0,1,0,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=38,Telangana,Hyderabad,7,8,7,3,8,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=38,Telangana,Jagtial,0,1,0,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=38,Telangana,Jangaon,0,0,0,1,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=38,Telangana,Karimnagar,0,0,0,1,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=38,Telangana,Khammam,0,0,0,0,5,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=38,Telangana,Mahbubnagar,0,0,1,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=38,Telangana,Mancherial,0,0,0,0,0,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=38,Telangana,Medchal,3,2,2,2,4,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=38,Telangana,Narayanpet,0,0,0,1,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=38,Telangana,Peddapalli,0,0,1,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=38,Telangana,Rangareddy,1,1,5,2,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=38,Telangana,Sangareddy,1,0,1,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=38,Telangana,Suryapet,1,1,0,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=38,Telangana,Warangal (Urban),0,1,0,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=38,Telangana,Total,13,16,17,10,20,1
