links_link,links_District_State,links_District_name,links_District_Jan,links_District_Feb,links_District_March,links_District_April,links_District_May,links_District_June
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=15,Jammu and Kashmir,Anantnag,0,0,0,2,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=15,Jammu and Kashmir,Doda,0,0,0,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=15,Jammu and Kashmir,Jammu,0,2,2,2,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=15,Jammu and Kashmir,Kulgam,0,1,0,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=15,Jammu and Kashmir,Poonch,0,0,0,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=15,Jammu and Kashmir,Rajouri,2,0,0,1,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=15,Jammu and Kashmir,Samba,0,1,0,1,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=15,Jammu and Kashmir,Srinagar,0,0,0,0,0,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=15,Jammu and Kashmir,Udhampur,0,1,0,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=15,Jammu and Kashmir,Total,2,5,2,6,5,1
