links_link,links_District_State,links_District_name,links_District_Jan,links_District_Feb,links_District_March,links_District_April,links_District_May,links_District_June
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=18,Kerala,Alappuzha,0,0,1,3,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=18,Kerala,Ernakulam,2,1,1,1,3,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=18,Kerala,Idukki,1,0,1,1,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=18,Kerala,Kasargod,0,1,0,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=18,Kerala,Kollam,0,0,0,2,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=18,Kerala,Kottayam,1,1,0,0,3,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=18,Kerala,Kozhikode - (Calicut),1,1,0,0,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=18,Kerala,Palakkad,0,0,0,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=18,Kerala,Pathanamthitta,0,0,1,0,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=18,Kerala,Thiruvananthapuram,1,1,0,2,5,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=18,Kerala,Thrissur,0,0,0,1,5,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=18,Kerala,Wayanad,0,0,2,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=18,Kerala,Total,6,5,6,10,23,0
