links_link,links_District_State,links_District_name,links_District_Jan,links_District_Feb,links_District_March,links_District_April,links_District_May,links_District_June
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Ariyalur,1,0,0,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Chennai,5,14,7,8,18,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Coimbatore,1,2,3,2,4,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Cuddalore,0,0,0,1,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Dharmapuri,0,0,0,1,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Dindigul,0,0,0,1,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Erode,1,1,0,1,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Kanchipuram,0,0,3,0,3,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Kanyakumari,1,0,1,0,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Karur,0,0,1,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Krishnagiri,0,0,1,0,1,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Madurai,0,0,3,0,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Nagapattinam,0,0,2,1,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Nilgiri,0,0,0,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Pudukkottai,1,0,0,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Ramanathapuram,1,0,0,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Salem,2,0,1,1,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Thanjavur,0,1,2,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,The Nilgiris,0,0,1,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Theni,1,1,0,1,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Thoothukudi,1,0,0,1,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Tiruchirapalli,5,2,2,1,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Tirunelveli,1,1,1,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Tiruppur,0,0,0,1,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Tiruvallur,1,2,1,2,2,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Tiruvannamalai,0,0,1,0,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Tiruvarur,0,0,1,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Vellore,1,0,1,2,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Viluppuram,0,0,0,3,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=31,Tamil Nadu,Total,23,24,32,27,46,2
