links_link,links_District_State,links_District_name,links_District_Jan,links_District_Feb,links_District_March,links_District_April,links_District_May,links_District_June
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Araria,0,1,0,1,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Arwal,0,0,1,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Aurangabad,0,0,1,0,3,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Begusarai,1,0,2,3,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Bhagalpur,4,3,2,2,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Bhojpur,1,2,4,3,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Buxar,1,0,0,0,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Darbhanga,0,0,5,0,3,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,East Champaran,2,3,0,2,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Gaya,2,0,3,8,4,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Gopalganj,0,3,0,0,4,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Jamui,1,0,1,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Jehanabad,3,2,0,2,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Kaimur (Bhabua),1,0,0,1,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Katihar,0,2,1,1,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Khagaria,0,0,1,1,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Kishanganj,0,0,0,1,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Lakhisarai,0,0,1,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Madhepura,1,0,1,1,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Madhubani,4,0,2,1,3,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Munger,1,0,1,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Muzaffarpur,4,3,2,2,7,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Nalanda,2,1,0,1,4,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Nawada,1,1,0,1,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Patna,5,11,12,9,18,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Purnea,0,0,0,2,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Rohtas,0,1,1,0,4,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Saharsa,0,0,0,2,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Samastipur,5,7,2,0,4,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Saran,2,1,4,4,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Sheikhpura,0,0,1,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Sheohar,1,0,0,1,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Sitamadhi,1,0,1,3,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Siwan,1,3,1,1,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Supaul,1,1,0,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Vaishali,2,1,1,0,5,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,West Champaran,2,5,1,1,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=5,Bihar,Total,49,51,52,54,78,1
