links_link,links_District_State,links_District_name,links_District_Jan,links_District_Feb,links_District_March,links_District_April,links_District_May,links_District_June
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=20,Madhya Pradesh,Rajgarh,1,1,0,0,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=20,Madhya Pradesh,Ratlam,0,0,1,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=20,Madhya Pradesh,Rewa,1,1,1,1,0,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=20,Madhya Pradesh,Sagar,0,0,1,0,3,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=20,Madhya Pradesh,Satna,0,0,3,2,1,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=20,Madhya Pradesh,Seoni,2,0,1,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=20,Madhya Pradesh,Shahdol,0,0,0,0,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=20,Madhya Pradesh,Shajapur,3,0,0,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=20,Madhya Pradesh,Sheopur,2,0,0,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=20,Madhya Pradesh,Shivpuri,4,1,1,0,0,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=20,Madhya Pradesh,Sidhi,0,0,0,0,0,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=20,Madhya Pradesh,Singrauli,1,0,1,0,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=20,Madhya Pradesh,Tikamgarh,2,2,1,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=20,Madhya Pradesh,Ujjain,2,2,1,1,1,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=20,Madhya Pradesh,Umaria,0,1,1,0,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=20,Madhya Pradesh,Vidisha,1,2,0,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=20,Madhya Pradesh,Total,55,42,51,34,56,8
