links_link,links_District_State,links_District_name,links_District_Jan,links_District_Feb,links_District_March,links_District_April,links_District_May,links_District_June
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=2,Andhra Pradesh,Anantapur,0,0,0,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=2,Andhra Pradesh,Chittoor district,3,0,1,0,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=2,Andhra Pradesh,East Godavari,1,1,1,0,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=2,Andhra Pradesh,Guntur,1,1,2,3,0,1
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=2,Andhra Pradesh,Kadapa,0,0,3,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=2,Andhra Pradesh,Krishna,0,2,0,2,2,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=2,Andhra Pradesh,Kurnool,1,0,1,3,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=2,Andhra Pradesh,Nellore,1,1,0,1,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=2,Andhra Pradesh,Prakasam,0,0,0,2,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=2,Andhra Pradesh,Srikakulam,3,1,1,1,0,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=2,Andhra Pradesh,Visakhapatnam,2,3,1,1,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=2,Andhra Pradesh,Vizianagaram,0,1,0,0,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=2,Andhra Pradesh,West Godavari,0,0,0,1,1,0
http://164.100.58.238/frmReportStateDistrict.aspx?Year=2020&StateID=2,Andhra Pradesh,Total,12,10,10,14,11,1
