ref_area,indicator,source,sex,classif1,time,obs_value,obs_status
AFG,EMP_2EMP_SEX_ECO_NB,XA:2198,SEX_M,ECO_AGGREGATE_MKT,2020,1823.433,
AFG,EMP_2EMP_SEX_ECO_NB,XA:2198,SEX_M,ECO_AGGREGATE_PUB,2020,1842.724,
AFG,EMP_2EMP_SEX_ECO_NB,XA:2198,SEX_F,ECO_AGGREGATE_AGR,2020,1334.87,
AFG,EMP_2EMP_SEX_ECO_NB,XA:2198,SEX_F,ECO_AGGREGATE_MAN,2020,503.776,
AFG,EMP_2EMP_SEX_ECO_NB,XA:2198,SEX_F,ECO_AGGREGATE_CON,2020,6.958,
AFG,EMP_2EMP_SEX_ECO_NB,XA:2198,SEX_F,ECO_AGGREGATE_MEL,2020,0.82,
AFG,EMP_2EMP_SEX_ECO_NB,XA:2198,SEX_F,ECO_AGGREGATE_MKT,2020,23.49,
AFG,EMP_2EMP_SEX_ECO_NB,XA:2198,SEX_F,ECO_AGGREGATE_PUB,2020,189.057,
AFG,EMP_2EMP_SEX_ECO_NB,XA:2198,SEX_T,ECO_SECTOR_TOTAL,2020,9845.535,
AFG,EMP_2EMP_SEX_ECO_NB,XA:2198,SEX_T,ECO_SECTOR_AGR,2020,4169.823,
AFG,EMP_2EMP_SEX_ECO_NB,XA:2198,SEX_T,ECO_SECTOR_IND,2020,1797.008,
AFG,EMP_2EMP_SEX_ECO_NB,XA:2198,SEX_T,ECO_SECTOR_SER,2020,3878.704,
AFG,EMP_2EMP_SEX_ECO_NB,XA:2198,SEX_M,ECO_SECTOR_TOTAL,2020,7786.565,
AFG,EMP_2EMP_SEX_ECO_NB,XA:2198,SEX_M,ECO_SECTOR_AGR,2020,2834.953,
AFG,EMP_2EMP_SEX_ECO_NB,XA:2198,SEX_M,ECO_SECTOR_IND,2020,1285.454,
AFG,EMP_2EMP_SEX_ECO_NB,XA:2198,SEX_M,ECO_SECTOR_SER,2020,3666.157,
AFG,EMP_2EMP_SEX_ECO_NB,XA:2198,SEX_F,ECO_SECTOR_TOTAL,2020,2058.97,
AFG,EMP_2EMP_SEX_ECO_NB,XA:2198,SEX_F,ECO_SECTOR_AGR,2020,1334.87,
AFG,EMP_2EMP_SEX_ECO_NB,XA:2198,SEX_F,ECO_SECTOR_IND,2020,511.554,
AFG,EMP_2EMP_SEX_ECO_NB,XA:2198,SEX_F,ECO_SECTOR_SER,2020,212.547,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_T,ECO_DETAILS_TOTAL,2020,12719.375,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_T,ECO_DETAILS_A,2020,6382.653,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_T,ECO_DETAILS_B,2020,147.653,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_T,ECO_DETAILS_C,2020,154.443,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_T,ECO_DETAILS_DE,2020,33.404,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_T,ECO_DETAILS_F,2020,693.312,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_T,ECO_DETAILS_G,2020,2329.233,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_T,ECO_DETAILS_HJ,2020,377.374,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_T,ECO_DETAILS_I,2020,105.651,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_T,ECO_DETAILS_K,2020,72.058,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_T,ECO_DETAILS_LMN,2020,287.764,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_T,ECO_DETAILS_O,2020,785.398,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_T,ECO_DETAILS_P,2020,585.394,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_T,ECO_DETAILS_Q,2020,262.95,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_T,ECO_DETAILS_RSTU,2020,502.087,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_M,ECO_DETAILS_TOTAL,2020,6312.28,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_M,ECO_DETAILS_A,2020,2791.674,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_M,ECO_DETAILS_B,2020,128.089,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_M,ECO_DETAILS_C,2020,134.979,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_M,ECO_DETAILS_DE,2020,32.82,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_M,ECO_DETAILS_F,2020,662.225,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_M,ECO_DETAILS_G,2020,665.144,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_M,ECO_DETAILS_HJ,2020,343.184,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_M,ECO_DETAILS_I,2020,43.879,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_M,ECO_DETAILS_K,2020,41.849,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_M,ECO_DETAILS_LMN,2020,194.039,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_M,ECO_DETAILS_O,2020,648.12,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_M,ECO_DETAILS_P,2020,327.712,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_M,ECO_DETAILS_Q,2020,123.747,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_M,ECO_DETAILS_RSTU,2020,174.819,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_F,ECO_DETAILS_TOTAL,2020,6407.095,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_F,ECO_DETAILS_A,2020,3590.979,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_F,ECO_DETAILS_B,2020,19.564,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_F,ECO_DETAILS_C,2020,19.464,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_F,ECO_DETAILS_DE,2020,0.585,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_F,ECO_DETAILS_F,2020,31.087,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_F,ECO_DETAILS_G,2020,1664.089,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_F,ECO_DETAILS_HJ,2020,34.19,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_F,ECO_DETAILS_I,2020,61.773,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_F,ECO_DETAILS_K,2020,30.209,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_F,ECO_DETAILS_LMN,2020,93.724,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_F,ECO_DETAILS_O,2020,137.278,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_F,ECO_DETAILS_P,2020,257.682,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_F,ECO_DETAILS_Q,2020,139.204,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_F,ECO_DETAILS_RSTU,2020,327.268,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_T,ECO_AGGREGATE_AGR,2020,6382.653,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_T,ECO_AGGREGATE_MAN,2020,154.443,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_T,ECO_AGGREGATE_CON,2020,693.312,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_T,ECO_AGGREGATE_MEL,2020,181.058,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_T,ECO_AGGREGATE_MKT,2020,3172.08,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_T,ECO_AGGREGATE_PUB,2020,2135.829,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_M,ECO_AGGREGATE_AGR,2020,2791.674,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_M,ECO_AGGREGATE_MAN,2020,134.979,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_M,ECO_AGGREGATE_CON,2020,662.225,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_M,ECO_AGGREGATE_MEL,2020,160.909,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_M,ECO_AGGREGATE_MKT,2020,1288.095,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_M,ECO_AGGREGATE_PUB,2020,1274.398,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_F,ECO_AGGREGATE_AGR,2020,3590.979,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_F,ECO_AGGREGATE_MAN,2020,19.464,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_F,ECO_AGGREGATE_CON,2020,31.087,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_F,ECO_AGGREGATE_MEL,2020,20.149,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_F,ECO_AGGREGATE_MKT,2020,1883.985,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_F,ECO_AGGREGATE_PUB,2020,861.432,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_T,ECO_SECTOR_TOTAL,2020,12719.375,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_T,ECO_SECTOR_AGR,2020,6382.653,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_T,ECO_SECTOR_IND,2020,1028.813,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_T,ECO_SECTOR_SER,2020,5307.909,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_M,ECO_SECTOR_TOTAL,2020,6312.28,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_M,ECO_SECTOR_AGR,2020,2791.674,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_M,ECO_SECTOR_IND,2020,958.113,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_M,ECO_SECTOR_SER,2020,2562.492,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_F,ECO_SECTOR_TOTAL,2020,6407.095,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_F,ECO_SECTOR_AGR,2020,3590.979,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_F,ECO_SECTOR_IND,2020,70.699,
AGO,EMP_2EMP_SEX_ECO_NB,XA:2010,SEX_F,ECO_SECTOR_SER,2020,2745.417,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_T,ECO_DETAILS_TOTAL,2020,1154.412,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_T,ECO_DETAILS_A,2020,416.655,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_T,ECO_DETAILS_B,2020,12.269,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_T,ECO_DETAILS_C,2020,124.126,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_T,ECO_DETAILS_DE,2020,14.622,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_T,ECO_DETAILS_F,2020,82.687,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_T,ECO_DETAILS_G,2020,131.657,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_T,ECO_DETAILS_HJ,2020,42.396,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_T,ECO_DETAILS_I,2020,63.145,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_T,ECO_DETAILS_K,2020,12.875,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_T,ECO_DETAILS_LMN,2020,54.293,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_T,ECO_DETAILS_O,2020,61.527,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_T,ECO_DETAILS_P,2020,67.087,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_T,ECO_DETAILS_Q,2020,36.828,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_T,ECO_DETAILS_RSTU,2020,34.246,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_M,ECO_DETAILS_TOTAL,2020,672.218,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_M,ECO_DETAILS_A,2020,223.806,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_M,ECO_DETAILS_B,2020,11.131,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_M,ECO_DETAILS_C,2020,51.879,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_M,ECO_DETAILS_DE,2020,12.283,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_M,ECO_DETAILS_F,2020,80.343,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_M,ECO_DETAILS_G,2020,86.642,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_M,ECO_DETAILS_HJ,2020,35.681,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_M,ECO_DETAILS_I,2020,42.286,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_M,ECO_DETAILS_K,2020,5.948,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_M,ECO_DETAILS_LMN,2020,31.903,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_M,ECO_DETAILS_O,2020,44.914,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_M,ECO_DETAILS_P,2020,17.891,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_M,ECO_DETAILS_Q,2020,10.243,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_M,ECO_DETAILS_RSTU,2020,17.268,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_F,ECO_DETAILS_TOTAL,2020,482.194,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_F,ECO_DETAILS_A,2020,192.849,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_F,ECO_DETAILS_B,2020,1.138,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_F,ECO_DETAILS_C,2020,72.247,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_F,ECO_DETAILS_DE,2020,2.338,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_F,ECO_DETAILS_F,2020,2.344,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_F,ECO_DETAILS_G,2020,45.014,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_F,ECO_DETAILS_HJ,2020,6.715,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_F,ECO_DETAILS_I,2020,20.859,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_F,ECO_DETAILS_K,2020,6.927,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_F,ECO_DETAILS_LMN,2020,22.39,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_F,ECO_DETAILS_O,2020,16.613,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_F,ECO_DETAILS_P,2020,49.195,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_F,ECO_DETAILS_Q,2020,26.585,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_F,ECO_DETAILS_RSTU,2020,16.978,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_T,ECO_AGGREGATE_AGR,2020,416.655,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_T,ECO_AGGREGATE_MAN,2020,124.126,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_T,ECO_AGGREGATE_CON,2020,82.687,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_T,ECO_AGGREGATE_MEL,2020,26.891,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_T,ECO_AGGREGATE_MKT,2020,304.365,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_T,ECO_AGGREGATE_PUB,2020,199.688,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_M,ECO_AGGREGATE_AGR,2020,223.806,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_M,ECO_AGGREGATE_MAN,2020,51.879,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_M,ECO_AGGREGATE_CON,2020,80.343,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_M,ECO_AGGREGATE_MEL,2020,23.414,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_M,ECO_AGGREGATE_MKT,2020,202.46,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_M,ECO_AGGREGATE_PUB,2020,90.316,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_F,ECO_AGGREGATE_AGR,2020,192.849,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_F,ECO_AGGREGATE_MAN,2020,72.247,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_F,ECO_AGGREGATE_CON,2020,2.344,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_F,ECO_AGGREGATE_MEL,2020,3.477,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_F,ECO_AGGREGATE_MKT,2020,101.905,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_F,ECO_AGGREGATE_PUB,2020,109.372,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_T,ECO_SECTOR_TOTAL,2020,1154.412,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_T,ECO_SECTOR_AGR,2020,416.655,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_T,ECO_SECTOR_IND,2020,233.704,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_T,ECO_SECTOR_SER,2020,504.053,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_M,ECO_SECTOR_TOTAL,2020,672.218,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_M,ECO_SECTOR_AGR,2020,223.806,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_M,ECO_SECTOR_IND,2020,155.636,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_M,ECO_SECTOR_SER,2020,292.776,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_F,ECO_SECTOR_TOTAL,2020,482.194,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_F,ECO_SECTOR_AGR,2020,192.849,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_F,ECO_SECTOR_IND,2020,78.068,
ALB,EMP_2EMP_SEX_ECO_NB,XA:2137,SEX_F,ECO_SECTOR_SER,2020,211.277,
ARE,EMP_2EMP_SEX_ECO_NB,XA:1978,SEX_T,ECO_DETAILS_TOTAL,2020,6753.072,
ARE,EMP_2EMP_SEX_ECO_NB,XA:1978,SEX_T,ECO_DETAILS_A,2020,92.266,
ARE,EMP_2EMP_SEX_ECO_NB,XA:1978,SEX_T,ECO_DETAILS_B,2020,58.793,
ARE,EMP_2EMP_SEX_ECO_NB,XA:1978,SEX_T,ECO_DETAILS_C,2020,697.726,
ARE,EMP_2EMP_SEX_ECO_NB,XA:1978,SEX_T,ECO_DETAILS_DE,2020,53.79,
ARE,EMP_2EMP_SEX_ECO_NB,XA:1978,SEX_T,ECO_DETAILS_F,2020,1498.82,
ARE,EMP_2EMP_SEX_ECO_NB,XA:1978,SEX_T,ECO_DETAILS_G,2020,778.673,
ARE,EMP_2EMP_SEX_ECO_NB,XA:1978,SEX_T,ECO_DETAILS_HJ,2020,491.697,
ARE,EMP_2EMP_SEX_ECO_NB,XA:1978,SEX_T,ECO_DETAILS_I,2020,391.826,
ARE,EMP_2EMP_SEX_ECO_NB,XA:1978,SEX_T,ECO_DETAILS_K,2020,169.222,
ARE,EMP_2EMP_SEX_ECO_NB,XA:1978,SEX_T,ECO_DETAILS_LMN,2020,977.843,
ARE,EMP_2EMP_SEX_ECO_NB,XA:1978,SEX_T,ECO_DETAILS_O,2020,278.647,
ARE,EMP_2EMP_SEX_ECO_NB,XA:1978,SEX_T,ECO_DETAILS_P,2020,196.428,
ARE,EMP_2EMP_SEX_ECO_NB,XA:1978,SEX_T,ECO_DETAILS_Q,2020,156.194,
ARE,EMP_2EMP_SEX_ECO_NB,XA:1978,SEX_T,ECO_DETAILS_RSTU,2020,911.148,
