ref_area,indicator,source,sex,classif1,time,obs_value,obs_status
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_F,ECO_DETAILS_TOTAL,2020,3543.04,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_F,ECO_DETAILS_A,2020,1072.652,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_F,ECO_DETAILS_B,2020,9.321,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_F,ECO_DETAILS_C,2020,366.463,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_F,ECO_DETAILS_DE,2020,1.144,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_F,ECO_DETAILS_F,2020,3.939,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_F,ECO_DETAILS_G,2020,1238.943,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_F,ECO_DETAILS_HJ,2020,24.73,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_F,ECO_DETAILS_I,2020,355.534,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_F,ECO_DETAILS_K,2020,23.573,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_F,ECO_DETAILS_LMN,2020,37.283,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_F,ECO_DETAILS_O,2020,23.185,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_F,ECO_DETAILS_P,2020,67.991,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_F,ECO_DETAILS_Q,2020,68.042,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_F,ECO_DETAILS_RSTU,2020,250.239,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_T,ECO_AGGREGATE_AGR,2020,3331.716,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_T,ECO_AGGREGATE_MAN,2020,826.805,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_T,ECO_AGGREGATE_CON,2020,260.438,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_T,ECO_AGGREGATE_MEL,2020,53.609,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_T,ECO_AGGREGATE_MKT,2020,3130.268,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_T,ECO_AGGREGATE_PUB,2020,882.035,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_M,ECO_AGGREGATE_AGR,2020,2259.064,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_M,ECO_AGGREGATE_MAN,2020,460.342,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_M,ECO_AGGREGATE_CON,2020,256.499,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_M,ECO_AGGREGATE_MEL,2020,43.144,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_M,ECO_AGGREGATE_MKT,2020,1450.205,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_M,ECO_AGGREGATE_PUB,2020,472.578,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_F,ECO_AGGREGATE_AGR,2020,1072.652,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_F,ECO_AGGREGATE_MAN,2020,366.463,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_F,ECO_AGGREGATE_CON,2020,3.939,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_F,ECO_AGGREGATE_MEL,2020,10.465,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_F,ECO_AGGREGATE_MKT,2020,1680.064,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_F,ECO_AGGREGATE_PUB,2020,409.458,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_T,ECO_SECTOR_TOTAL,2020,8484.872,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_T,ECO_SECTOR_AGR,2020,3331.716,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_T,ECO_SECTOR_IND,2020,1140.853,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_T,ECO_SECTOR_SER,2020,4012.304,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_M,ECO_SECTOR_TOTAL,2020,4941.832,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_M,ECO_SECTOR_AGR,2020,2259.064,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_M,ECO_SECTOR_IND,2020,759.986,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_M,ECO_SECTOR_SER,2020,1922.783,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_F,ECO_SECTOR_TOTAL,2020,3543.04,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_F,ECO_SECTOR_AGR,2020,1072.652,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_F,ECO_SECTOR_IND,2020,380.867,
CIV,EMP_2EMP_SEX_ECO_NB,XA:1950,SEX_F,ECO_SECTOR_SER,2020,2089.521,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_T,ECO_DETAILS_TOTAL,2020,11278.464,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_T,ECO_DETAILS_A,2020,4834.699,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_T,ECO_DETAILS_B,2020,71.622,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_T,ECO_DETAILS_C,2020,1229.091,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_T,ECO_DETAILS_DE,2020,47.697,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_T,ECO_DETAILS_F,2020,349.535,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_T,ECO_DETAILS_G,2020,1837.043,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_T,ECO_DETAILS_HJ,2020,728.609,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_T,ECO_DETAILS_I,2020,537.495,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_T,ECO_DETAILS_K,2020,75.647,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_T,ECO_DETAILS_LMN,2020,186.709,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_T,ECO_DETAILS_O,2020,206.365,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_T,ECO_DETAILS_P,2020,420.71,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_T,ECO_DETAILS_Q,2020,193.778,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_T,ECO_DETAILS_RSTU,2020,559.465,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_M,ECO_DETAILS_TOTAL,2020,6007.523,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_M,ECO_DETAILS_A,2020,2345.04,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_M,ECO_DETAILS_B,2020,54.919,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_M,ECO_DETAILS_C,2020,661.067,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_M,ECO_DETAILS_DE,2020,40.515,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_M,ECO_DETAILS_F,2020,344.759,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_M,ECO_DETAILS_G,2020,892.716,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_M,ECO_DETAILS_HJ,2020,644.001,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_M,ECO_DETAILS_I,2020,101.583,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_M,ECO_DETAILS_K,2020,43.364,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_M,ECO_DETAILS_LMN,2020,155.492,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_M,ECO_DETAILS_O,2020,159.134,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_M,ECO_DETAILS_P,2020,225.114,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_M,ECO_DETAILS_Q,2020,101.031,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_M,ECO_DETAILS_RSTU,2020,238.789,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_F,ECO_DETAILS_TOTAL,2020,5270.941,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_F,ECO_DETAILS_A,2020,2489.659,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_F,ECO_DETAILS_B,2020,16.704,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_F,ECO_DETAILS_C,2020,568.024,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_F,ECO_DETAILS_DE,2020,7.182,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_F,ECO_DETAILS_F,2020,4.776,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_F,ECO_DETAILS_G,2020,944.327,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_F,ECO_DETAILS_HJ,2020,84.608,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_F,ECO_DETAILS_I,2020,435.912,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_F,ECO_DETAILS_K,2020,32.284,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_F,ECO_DETAILS_LMN,2020,31.217,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_F,ECO_DETAILS_O,2020,47.231,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_F,ECO_DETAILS_P,2020,195.596,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_F,ECO_DETAILS_Q,2020,92.747,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_F,ECO_DETAILS_RSTU,2020,320.676,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_T,ECO_AGGREGATE_AGR,2020,4834.699,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_T,ECO_AGGREGATE_MAN,2020,1229.091,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_T,ECO_AGGREGATE_CON,2020,349.535,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_T,ECO_AGGREGATE_MEL,2020,119.319,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_T,ECO_AGGREGATE_MKT,2020,3365.503,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_T,ECO_AGGREGATE_PUB,2020,1380.317,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_M,ECO_AGGREGATE_AGR,2020,2345.04,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_M,ECO_AGGREGATE_MAN,2020,661.067,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_M,ECO_AGGREGATE_CON,2020,344.759,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_M,ECO_AGGREGATE_MEL,2020,95.434,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_M,ECO_AGGREGATE_MKT,2020,1837.155,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_M,ECO_AGGREGATE_PUB,2020,724.068,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_F,ECO_AGGREGATE_AGR,2020,2489.659,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_F,ECO_AGGREGATE_MAN,2020,568.024,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_F,ECO_AGGREGATE_CON,2020,4.776,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_F,ECO_AGGREGATE_MEL,2020,23.886,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_F,ECO_AGGREGATE_MKT,2020,1528.347,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_F,ECO_AGGREGATE_PUB,2020,656.249,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_T,ECO_SECTOR_TOTAL,2020,11278.464,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_T,ECO_SECTOR_AGR,2020,4834.699,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_T,ECO_SECTOR_IND,2020,1697.945,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_T,ECO_SECTOR_SER,2020,4745.82,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_M,ECO_SECTOR_TOTAL,2020,6007.523,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_M,ECO_SECTOR_AGR,2020,2345.04,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_M,ECO_SECTOR_IND,2020,1101.26,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_M,ECO_SECTOR_SER,2020,2561.223,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_F,ECO_SECTOR_TOTAL,2020,5270.941,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_F,ECO_SECTOR_AGR,2020,2489.659,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_F,ECO_SECTOR_IND,2020,596.685,
CMR,EMP_2EMP_SEX_ECO_NB,XA:2085,SEX_F,ECO_SECTOR_SER,2020,2184.597,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_T,ECO_DETAILS_TOTAL,2020,29386.48,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_T,ECO_DETAILS_A,2020,19137.959,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_T,ECO_DETAILS_B,2020,1589.802,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_T,ECO_DETAILS_C,2020,1066.877,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_T,ECO_DETAILS_DE,2020,40.948,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_T,ECO_DETAILS_F,2020,174.857,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_T,ECO_DETAILS_G,2020,4013.225,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_T,ECO_DETAILS_HJ,2020,480.551,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_T,ECO_DETAILS_I,2020,233.224,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_T,ECO_DETAILS_K,2020,49.756,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_T,ECO_DETAILS_LMN,2020,102.095,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_T,ECO_DETAILS_O,2020,583.982,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_T,ECO_DETAILS_P,2020,1042.044,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_T,ECO_DETAILS_Q,2020,335.136,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_T,ECO_DETAILS_RSTU,2020,536.023,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_M,ECO_DETAILS_TOTAL,2020,15071.779,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_M,ECO_DETAILS_A,2020,8796.339,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_M,ECO_DETAILS_B,2020,1483.488,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_M,ECO_DETAILS_C,2020,687.733,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_M,ECO_DETAILS_DE,2020,39.968,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_M,ECO_DETAILS_F,2020,164.22,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_M,ECO_DETAILS_G,2020,1385.341,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_M,ECO_DETAILS_HJ,2020,440.832,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_M,ECO_DETAILS_I,2020,44.778,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_M,ECO_DETAILS_K,2020,42.142,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_M,ECO_DETAILS_LMN,2020,87.537,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_M,ECO_DETAILS_O,2020,525.639,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_M,ECO_DETAILS_P,2020,819.684,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_M,ECO_DETAILS_Q,2020,213.012,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_M,ECO_DETAILS_RSTU,2020,341.066,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_F,ECO_DETAILS_TOTAL,2020,14314.701,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_F,ECO_DETAILS_A,2020,10341.62,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_F,ECO_DETAILS_B,2020,106.314,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_F,ECO_DETAILS_C,2020,379.144,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_F,ECO_DETAILS_DE,2020,0.981,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_F,ECO_DETAILS_F,2020,10.637,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_F,ECO_DETAILS_G,2020,2627.885,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_F,ECO_DETAILS_HJ,2020,39.719,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_F,ECO_DETAILS_I,2020,188.446,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_F,ECO_DETAILS_K,2020,7.614,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_F,ECO_DETAILS_LMN,2020,14.558,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_F,ECO_DETAILS_O,2020,58.343,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_F,ECO_DETAILS_P,2020,222.36,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_F,ECO_DETAILS_Q,2020,122.124,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_F,ECO_DETAILS_RSTU,2020,194.957,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_T,ECO_AGGREGATE_AGR,2020,19137.959,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_T,ECO_AGGREGATE_MAN,2020,1066.877,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_T,ECO_AGGREGATE_CON,2020,174.857,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_T,ECO_AGGREGATE_MEL,2020,1630.75,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_T,ECO_AGGREGATE_MKT,2020,4878.851,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_T,ECO_AGGREGATE_PUB,2020,2497.185,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_M,ECO_AGGREGATE_AGR,2020,8796.339,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_M,ECO_AGGREGATE_MAN,2020,687.733,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_M,ECO_AGGREGATE_CON,2020,164.22,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_M,ECO_AGGREGATE_MEL,2020,1523.455,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_M,ECO_AGGREGATE_MKT,2020,2000.63,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_M,ECO_AGGREGATE_PUB,2020,1899.402,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_F,ECO_AGGREGATE_AGR,2020,10341.62,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_F,ECO_AGGREGATE_MAN,2020,379.144,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_F,ECO_AGGREGATE_CON,2020,10.637,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_F,ECO_AGGREGATE_MEL,2020,107.295,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_F,ECO_AGGREGATE_MKT,2020,2878.221,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_F,ECO_AGGREGATE_PUB,2020,597.783,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_T,ECO_SECTOR_TOTAL,2020,29386.48,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_T,ECO_SECTOR_AGR,2020,19137.959,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_T,ECO_SECTOR_IND,2020,2872.484,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_T,ECO_SECTOR_SER,2020,7376.037,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_M,ECO_SECTOR_TOTAL,2020,15071.779,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_M,ECO_SECTOR_AGR,2020,8796.339,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_M,ECO_SECTOR_IND,2020,2375.408,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_M,ECO_SECTOR_SER,2020,3900.031,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_F,ECO_SECTOR_TOTAL,2020,14314.701,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_F,ECO_SECTOR_AGR,2020,10341.62,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_F,ECO_SECTOR_IND,2020,497.076,
COD,EMP_2EMP_SEX_ECO_NB,XA:2093,SEX_F,ECO_SECTOR_SER,2020,3476.005,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_T,ECO_DETAILS_TOTAL,2020,2037.641,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_T,ECO_DETAILS_A,2020,688.234,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_T,ECO_DETAILS_B,2020,21.265,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_T,ECO_DETAILS_C,2020,338.609,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_T,ECO_DETAILS_DE,2020,5.12,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_T,ECO_DETAILS_F,2020,78.109,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_T,ECO_DETAILS_G,2020,432.747,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_T,ECO_DETAILS_HJ,2020,108.277,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_T,ECO_DETAILS_I,2020,66.201,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_T,ECO_DETAILS_K,2020,16.663,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_T,ECO_DETAILS_LMN,2020,58.417,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_T,ECO_DETAILS_O,2020,43.152,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_T,ECO_DETAILS_P,2020,55.255,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_T,ECO_DETAILS_Q,2020,23.903,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_T,ECO_DETAILS_RSTU,2020,101.689,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_M,ECO_DETAILS_TOTAL,2020,1045.557,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_M,ECO_DETAILS_A,2020,359.652,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_M,ECO_DETAILS_B,2020,16.991,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_M,ECO_DETAILS_C,2020,139.232,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_M,ECO_DETAILS_DE,2020,3.908,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_M,ECO_DETAILS_F,2020,74.866,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_M,ECO_DETAILS_G,2020,138.406,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_M,ECO_DETAILS_HJ,2020,91.845,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_M,ECO_DETAILS_I,2020,14.486,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_M,ECO_DETAILS_K,2020,7.736,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_M,ECO_DETAILS_LMN,2020,33.986,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_M,ECO_DETAILS_O,2020,35.851,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_M,ECO_DETAILS_P,2020,41.664,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_M,ECO_DETAILS_Q,2020,17.117,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_M,ECO_DETAILS_RSTU,2020,69.817,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_F,ECO_DETAILS_TOTAL,2020,992.085,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_F,ECO_DETAILS_A,2020,328.582,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_F,ECO_DETAILS_B,2020,4.273,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_F,ECO_DETAILS_C,2020,199.378,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_F,ECO_DETAILS_DE,2020,1.211,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_F,ECO_DETAILS_F,2020,3.243,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_F,ECO_DETAILS_G,2020,294.341,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_F,ECO_DETAILS_HJ,2020,16.433,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_F,ECO_DETAILS_I,2020,51.715,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_F,ECO_DETAILS_K,2020,8.927,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_F,ECO_DETAILS_LMN,2020,24.431,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_F,ECO_DETAILS_O,2020,7.301,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_F,ECO_DETAILS_P,2020,13.591,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_F,ECO_DETAILS_Q,2020,6.787,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_F,ECO_DETAILS_RSTU,2020,31.872,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_T,ECO_AGGREGATE_AGR,2020,688.234,
COG,EMP_2EMP_SEX_ECO_NB,XA:2101,SEX_T,ECO_AGGREGATE_MAN,2020,338.609,
